text,label
Immature cell populations and an erythropoiesis gene expression signature in systemic juvenile idiopathic arthritis: Implications for pathogenesis,disease
Mouse Expression DB 2001 CHMC,disease
pediatric AML and normal bone marrow,disease
Gene expression profiling in human glial brain tumors,disease
Progression to Islet Destruction in a Cyclophosphamide-Induced Transgenic Model,disease
Expression data from human MSI colorectal cancer and normal colonic mucosa,disease
Malignant pleural mesothelioma,disease
Autism and increased paternal age related changes in global levels of gene expression regulation,disease
Dysferlin deficiency modulates the proximal-distal muscle transcriptome,disease
Gene expression profiling in DBA/2J glaucoma,disease
Global gene expression analysis of gastric cancer by oligonucleotide microarrays,disease
Transcriptome-wide characterization of gene expression associated with unruptured intracranial aneurysms,disease
Effect of AT1 receptor anatagonist on brain microvessels from hypertensive and normotensive rats,disease
Donarum-3R01NS040270-03S1,disease
dingl-affy-rat-50847,disease
"Gene Expression Profiles of Nondiabetic and Diabetic Obese Mice--Adipose tissue, Liver, Muscle and Islets",disease
The leukemia-specific fusion gene ETV6/RUNX1 perturbs distinct key biological functions primarily by gene repression,disease
Mouse BMDM Yersinia infection,disease
Gene expression evidence for remodeling of lateral hypothalamic circuitry in cocaine addiction,disease
The role of Raf-1 kinase inhibitor protein in the regulation of pancreatic beta cell proliferation in mice,disease
Comparison of mRNA expression in circulating T-cells from patients with severe asthma,disease
Nemaline myopathy mouse model,disease
Immune Response to Nippostrongylus brasiliensis in the mouse lung,disease
Expression of BRAF inhibitor resistant colon cancer lines,disease
Gene expression profile in Barrett's esopahgus,disease
Expression data from murine colon tissue after exposure to 4% DSS for 6 days DSS followed by 4 days of water or 1% L-arginine,disease
Sex differences during  acute myocarditis against coxsackievirus B3 (CVB3)-induced myocarditis (10 dpi) and  chronic myocarditis/dilated cardiomyopathy (DCM) against CVB3-induced myocarditis (90 dpi),disease
Gene expression profiles in synovial biopsies from patients with arthritis,disease
Gene Expression Changes in Non-Dysplastic Mucosa from Patients with Ulcerative Colitis Harboring Remote Neoplastic Lesions,disease
Human breast tumor expression,disease
Gene expression profiles of whole blood incubated with live meningococci,disease
Expression data of EZH2-dependent genes in prostate cancer cell lines,disease
Gene expression profiling of human inflammatory Cardiomyopathy,disease
Epithelium transition profile,disease
Temporal analysis of P15 and P30 hippocampi in kainate-induced seizures,disease
Acute Lymphedema,disease
Comparative analysis of gene expression in Fra-1+/+ and Fra-1-/- mice lung,disease
Expression data from Sh2b3 Knock-out NOTCH1-induced leukemias,disease
Gene expression profiling of CD34+ cells from MDS patients and normal controls,disease
Signaling of Neisseria meningitidis MC58 mutants to primary human umbilical vein endothelial cells (HUVEC),disease
Alzheimer’s disease: neurofibrillary tangles (Rogers-3U24NS043571-01S1),disease
Mesenchymal Stem/Progenitors and Other Endometrial Cell Types from Women with Polycystic Ovary Syndrome (PCOS) Display Inflammatory and Oncogenic Potential,disease
"Evidence for immune response, axonal dysfunction and reduced endocytosis preceding Lewy body pathology in the substantia nigra in Parkinson’s disease",disease
"Mus musculus gene expression profiling for Wt, SKM-Tg, C and SKM-KO in Affymetrix 430PM strip arrays",disease
Gene expression profile of VIN lesions in comparison to controls,disease
Genomic analysis of low-grade serous ovarian carcinomas [EXP],disease
Gene expression of transplanted hearts,disease
Effect of Age on Fracture Healing in the Rat,disease
Expression data from advanced stage of murine pancreatic ductal adenocarcinoma (PDAC) and control pancreas,disease
Gene expression time-course in the human skin during elicitation of allergic contact dermatitis,disease
Gene Profiling of Endometrium Reveals Progesterone Resistance and Candidate Genetic Loci in Women with Endometriosis,disease
"HNF1b, HNF4a2 and HNF6 targets",disease
Genome-wide gene expression differences between Crohn’s and ulcerative colitis from endoscopic pinch biopsies:,disease
Reduced expression of mitochondrial oxidative metabolism genes in skeletal muscle of women with PCOS,disease
Expression in Superior Frontal Gyrus of normal individuals or females of different ages affected by Rett syndrome,disease
Gene expression profiles of lymphoblastoid cells,disease
A Marfan syndrome gene expression phenotype in cultured skin fibroblasts,disease
Syracuse High/Low Avoidance Learning in Rats,disease
Definition of an ulcerative colitis preinflammatory state,disease
Expression signature of cardiac muscle as a potential diagnostic or prognostic tool for dilated cardiomyopathy,disease
Diabetic nephropathy,disease
Genomic profiles of Macaca fascicularis exposed to Venezuelan equine encephalitis,disease
"Hindlimb muscle, comparison of wild type and mdx mice, 7 to 112 Day (Porter lab)",disease
Gene expression in rheumatoid arthritis synovial macrophages,disease
Expression data from recent-onset T1D patients and controls,disease
NOD model of  type 1 diabetes,disease
Colon biopsies from UC patients and healthy controls,disease
Rosiglitazone Treatment Reduces Diabetic Neuropathy in STZ treated DBA/2J mice,disease
mRNA expression profiling of nasopharyngeal carcinoma,disease
Diabetes and the retina (eldre-affy-mouse-319092),disease
Gene expression from human prefrontal cortex (BA10),disease
Barrett's vs Normal esophagus vs small intestine comparison,disease
Juvenile Rheumatoid Arthritis Profiles In PBMC and SFMC,disease
Mitochondrial disorders,disease
Transcriptome of Ts1Cje and euploids cerebellum,disease
Characterization of whole blood gene expression profiles in sickle-cell disease patients using globin mRNA reduction,disease
LECs from control and cirrhotic rats,disease
Expression data from bone marrow CD34+ cells of MDS patients and healthy controls,disease
Imaging-guided microarray: Identifies molecular markers in the pathogenesis of Parkinson’s disease,disease
Non Small Cell Lung Cancer,disease
Immature cell populations and an erythropoiesis gene expression signature in systemic juvenile idiopathic arthritis: Implications for pathogenesis,disease
Expression profiles of PBMC from multiple sclerosis patients,disease
AIRE hypoexpression and transcriptome profiles correlate with thymic impairment in Down syndrome,disease
Transcriptome Profiling of High Glucose and Glucosamine-Induced Mouse Mesangial Cells,disease
Chronic contusion spinal cord injury in rats,disease
Gene expression profiling in DBA/2J glaucoma,disease
"Expression data from severe asthmatics, mild asthmatics and healthy controls",disease
"The effect of FH mutations on fibroid expression profile, normal myometrium vs. FH-mutant fibroids.",disease
Expression data from affected skin from psoriasis mouse models and normal skin from control mice,disease
Effects of allergen challenge on airway epithelial cell gene expression,disease
Gene expression evidence for remodeling of lateral hypothalamic circuitry in cocaine addiction,disease
Transcriptional Alterations of Hamstring Muscle Contractures in Children with Cerebral Palsy,disease
ZEBOV-induced changes in macrophage gene expression,disease
"Screening for Epigenetically Masked Genes in Colorectal Cancer using 5-aza-2’-deoxycytidine treatment, Microarray and Gene Expression Profile",disease
Gastric Cancer Gene Expression Profiling,disease
The role of micro-RNA genes in papillary thyroid carcinoma,disease
Patterns of gene dysregulation in the frontal cortex of patients with HIV encephalitis,disease
A PGC-1alpha-dependent decrease in mitochondrial oxidative metabolism in muscle of humans with inherited insulin resistance,disease
Effects of caerulein on Mist1KO pancreas,disease
Gene expression profiles during the development of compensated or decompensated hypertrophy during pressure overload,disease
Rat LAD IR study,disease
training induced gene expression in arrhythmogenic plakogloin (+/-) mice,disease
Gene expression changes associated with progression and response in chronic myeloid leukemia,disease
"Inflammation, adenoma and cancer: objective classification of colon biopsy specimens with gene expression signature",disease
Determination of expression level of gingiva expressed genes,disease
Asthma,disease
Transcriptional reprogramming during reloading of atrophied rat soleus muscle,disease
Expression data from Patients with Bipolar (BP) Disorder and Matched Control Subjects,disease
Effect of a high fat diet on the hypothalami of mice susceptible to diet-induced obesity KOZAK2_ABI_HYP,disease
Differential gene expression in the proximal neck of human abdominal aortic aneurysm,disease
Transcriptome analysis reveals molecular profiles associated with evolving steps of monoclonal gammopathies,disease
Mesenchymal Stem/Progenitors and Other Endometrial Cell Types from Women with Polycystic Ovary Syndrome (PCOS) Display Inflammatory and Oncogenic Potential,disease
Expression data from osteoblastic lineage cells isolated from normal and leukemic mice,disease
Expression data from Adipose Stem Cells (ASC) from morbidly obese and non-obese individuals,disease
Expression profiling of PBMC from patients with hepatocellular carcinoma,disease
Expression data from kidney biopsies of liver disease patients,disease
Systems biological analysis of immunity to dengue,disease
Adult postmortem brain tissue (dorsolateral prefrontal cortex) from subjects with bipolar disorder and healthy controls,disease
Expression profiling of human adult postmortem brain tissue from subjects with bipolar disorder and healthy controls,disease
Expression data from peripheral blood,disease
Gata4 is required for postnatal cardiac function and protection from pressure overload-induced heart failure,disease
Monocytes of patients with familial hypercholesterolemia show alterations in cholesterol metabolism,disease
PTEN-deficient intestinal stem cells initiate intestinal polyposis,disease
Interstitial cystitis and antiproliferative factor treatment,disease
Brain after ischemia and antioxidant,disease
Anti-inflammatory compounds in SCI,disease
Gene expression profile of peripheral blood lymphocytes: comparison between melanoma patients and healthy controls,disease
Human endometriosis vs normal endometrium study - transcriptional profiling,disease
Exercise induced cardiac hypertrophy,disease
Gene Expression Profiling in Peripheral Blood in Untreated New Onset Systemic Juvenile Idiopathic Arthritis,disease
wild type and aire -/- murine meduallary thymic epithelial cells,disease
Gene expression profiling of testicular seminoma,disease
Mouse Kidney - Effect of Low Phosphate Diet in Normal and Hyp Mice,disease
Pseudomonas aeruginosa infection of Calu-3 human lung epithelial cells,disease
NIH/NIAID Chronic Granulomatous Disease Neutrophils,disease
Genetic Endothelial Systems Biology of Sickle Stroke Risk,disease
Microarray Analysis of Acute Lung Injury,disease
Laser capture microdissection of endothelial and neuronal cells from human dorsolateral prefrontal cortex,disease
Gene expression data of skin from psoriatic patients and normal controls,disease
"Barrett's esophagus, Barrett's-associated adenocarcinomas and normal esophageal epithelium",disease
"Extraocular and hindlimb muscle, comparison of wild type and mdx mice, 56 days (Porter lab)",disease
Murine Neurofibromatosis,disease
Gene expression profiles in muscle tissue from FSHD patients,disease
Gene expression in rectal epithelia of cystic fibrosis patients,disease
Chondrogenic differentiation potential of OA chondrocytes and their use in autologous chondrocyte transplantation,disease
Characterization of whole blood gene expression profiles in sickle-cell disease patients using globin mRNA reduction,disease
Gene Expression Analysis of Stage I Endometrial Cancers,disease
SARS,disease
Control and starved myotubes,disease
Expression data from bone marrow CD34+ cells of MDS patients and healthy controls,disease
Mouse Expression DB 2001 CHMC,disease
gene expression study of blood monocytes,disease
"Genome wide expression data from discordant twins (ulcerative colitis, primary mucosal tissue)",disease
Effect of PGE receptor EP3 subtype agonist on mouse asthma model,disease
Validated Gene Expression Signatures of Idiopathic Pulmonary Fibrosis,disease
Autism and increased paternal age related changes in global levels of gene expression regulation,disease
Gene expression profiling in DBA/2J glaucoma,disease
Peripheral blood cells expression data form 7 patients with severe pdm(H1N1) influensa and 7 gender and age matched healthy controls,disease
Marked Reduction of AKT1 Expression and Deregulation of AKT1-associated Pathways in Peripheral Blood Mononuclear Cells of Schizophrenia Patients,disease
Transcriptomic Analysis of Autism Brain Reveals Convergent Molecular Pathology [array data],disease
Expression data from patients with global developmental delay and autistic features and normal controls,disease
Cystic Fibrosis Mouse Lung Profiles,disease
Comparison of mRNA expression in circulating T-cells from patients with severe asthma,disease
A single intradermal injection of IFN-γ induces a psoriasis-like state in both non-lesional psoriatic and healthy skin,disease
Comparison of PBMCs in Inflammatory Bowel Disease,disease
Nemaline myopathy mouse model,disease
LTM in CA1 Aged versus young rats,disease
Mammary epithelial cell transduction,disease
R6/1 brain hemisphere time series gene expression,disease
Comparison of bone-marrow mesenchymal stromal cells from multiple myeloma patients and healthy donors,disease
Expression data from ACC xenografts and normal salivary glands,disease
CD3+ T cells derived from bone marrow or peripheral blood of aplastic anemia patients,disease
Hepatic regeneration gene expression signature predicts late recurrence of hepatocellular carcinoma,disease
Asthma,disease
Gene expression alterations in the cerebellum and granule neurons of Cstb-/- mouse are associated with early synaptic changes and inflammation,disease
Host directed activity of Pyrazinamide in Mycobacterium tuberculosis infection,disease
Expression data from well-differentiated human bronchial epithelial cells infected with H1N1 Influenza isolates,disease
Sepsis gene expression profiling: murine splenic compared with hepatic responses,disease
Dominant Th1 and Minimal Th17 Skewing in Discoid Lupus Revealed by Transcriptomic Comparison with Psoriasis,disease
Cervical Cancer,disease
Gene Expression Profiling of Prostate Benign and Malignant Tissue,disease
Idiopathic thrombocytopenic purpura (ITP),disease
Expression data from murine BRD2-mediated lymphomas,disease
"Gene expression profiles of patients with schizophrenia, bipolar disorder and healthy controls",disease
Modeling non-syndromic autism and the impact of TRPC6 disruption in human neurons,disease
Expression data of cardiac and gastrocnemius muscles of tumor bearing C26 mouse,disease
Identification of transcript dysregulation in patients with Autism Spectrum Disorders,disease
Gene Profiling of Endometrium Reveals Progesterone Resistance and Candidate Genetic Loci in Women with Endometriosis,disease
Acne lesion vs. normal skin. Also includes non-acne patients' normal skin samples.,disease
Gene expression in blood of children with autism spectrum disorder,disease
Expression changes in mouse brains following nicotine-induced seizures; the modulation of transcription factor networks,disease
Expression data from head and neck squamous cell carcinoma,disease
Orotic acid induced fatty liver disease,disease
Expression data from wildtype and Rb-/- fetal liver at e12.5,disease
Gene expression profile of peripheral blood lymphocytes: comparison between melanoma patients and healthy controls,disease
Gene expression profile of human dendritic cells after infection with A. fumigatus,disease
Human endometriosis vs normal endometrium study - transcriptional profiling,disease
Gene expression profiles of lymphoblastoid cells,disease
Expression data of substantia nigra from postmortem human brain of Parkinson's disease patients (PD),disease
CF vs control Pancreas,disease
Mouse model of myocardial infarction,disease
Burn20,disease
Global analyses of gene expression in early experimental knee osteoarthritis,disease
Amyotrophic lateral sclerosis,disease
Gene Microarrays in Hippocampal Aging,disease
Lymphocyte gene expression data from moderate stage HD patients and controls,disease
Definition of an ulcerative colitis preinflammatory state,disease
Airway Epithelial Cell Response to Sendai virus infection,disease
Laser capture microdissection of endothelial and neuronal cells from human dorsolateral prefrontal cortex,disease
AKT_Prostate_RAD001_v_PLACEBO,disease
Ovarian Cancer gene expression profiling identifies the surface of the ovary as a stem cell niche,disease
Type I Interferon: Potential Therapeutic Target for Psoriasis?,disease
Gene expression profiling of human gliomas and human glioblastoma cell lines,disease
Vitamin A-deficient diet,disease
Gene expression data from severe asthmatic children: PBMC profiles during acute exacerbation versus convalescence,disease
Expression data from adult rat tail MNs after spinal cord transection,disease
Gene Expression Analysis of Stage I Endometrial Cancers,disease
Expression profiling in inflammatory bowel disease,disease
TGFbeta lung fibroblasts,disease
Human blood expression for Huntington's disease versus control,disease
Comparison of post-mortem tissue from brain BA10 region between schizophrenic and control patients.,disease
Knockdown of transactive response DNA-binding protein TDP-43 downregulates histone deacetylase 6,disease
SCCOR_MouseLung_Simva_LPS,disease
The effect of intermittent hypoxia on gene expression in the liver of ob/ob mice,disease
Adult and Neonatal dorsal horn gene expression 7 day post sciatic nerve SNI injury,disease
Sarcoidosis-specific markers from whole blood gene expression,disease
Expression data from bone marrow CD34+ cells of MDS patients and healthy controls,disease
HCC formation in rat,disease
A novel approach to investigate tissue-specific trinucleotide repeat instability,disease
HIV-1 infection in human PBMCs in vivo,disease
Comparison of post-mortem tissue from Brodman Brain BA22 region between schizophrenic and control patients,disease
Expression data from peripheral blood mononuclear cells in multiple sclerosis patients and controls,disease
Blood genomic expression profile for ischemic stroke (IS),disease
Gene expression and phenotypic characterization of mouse heart after chronic constant or intermittent hypoxia,disease
Atypical Ductal Hyperplasia,disease
Pressure overload cardiac hypertrophy,disease
Novel Molecular Markers for non-melanoma skin cancer,disease
"Transcriptional Profiling of Untreated, HIV-1 Vector-Infected and TNFalpha-treated Jurkat T cells",disease
Autism and increased paternal age related changes in global levels of gene expression regulation,disease
Gene expression analysis of 12  B-cell Chronic Lymphocytic Leukemia samples and 5 CD19+ control samples,disease
normal and diabetic rat muscle treated and untreated with vanadyl sulfate,disease
Cystic Fibrosis Mouse Lung Profiles,disease
Influenza virus infection-induced gene expression changes of regional B cells are mediated in part through type I IFN,disease
Analysis of RPE65 loss of function in mouse retina,disease
"Laminin-deficient muscular dystrophy, dy/dy diaphragm",disease
Exaggerated neuroinflammation and sickness behavior in aged mice after activation of the peripheral innate immune system,disease
Nonlesional atopic dermatitis skin is characterized by broad terminal differentiation defects and variable immune abnormalities,disease
Integrative Genomic and Proteomic Analysis of Prostate Cancer Reveals Signatures of Metastatic Progression,disease
brain expression data from adult mice prenatally exposed to ethanol,disease
Gene expression profiles of fibroblasts from childhood cerebral adrenoleukodystrophy patients and healthy controls,disease
Gene expression profile in Barrett's esopahgus,disease
Human prolactinoma,disease
Expression data from post mortem Alzheimer's disease brains,disease
Gene profiling of primary cultures from human prostate tumors,disease
Expression data from intestinal mucosa of patients with UC,disease
Skeletal muscle gene expression data from Down syndrome mice,disease
The transcriptome of the hypothalamoneurohypophyseal system in euhydrated and dehydrated rats,disease
Susceptibility to DNA damage as a molecular mechanism for non-syndromic cleft lip and palate,disease
Gene expression profiling in tibial muscular dystrophy and control skeletal muscle,disease
Asthma,disease
Bleomycin induces molecular changes directly relevant to idiopathic pulmonary fibrosis:  A model for “active” disease,disease
Expression data from CD4+ splenocytes 6h post-sepsis,disease
Gene expression profiling of CD34+ cells from MDS patients and normal controls,disease
Expression data from inflammatory myopathies,disease
Gastric Bypass Human Obese Muscle,disease
Narrow-band UVB phototherapy for psoriasis,disease
Amniotic fluid RNA gene expression profiling provides insights into the phenotype of Turner syndrome,disease
Novel bio-marker discovery for stratification and prognosis of breast cancer patients,disease
Gene expression in RNP autoantibody+ systemic lupus erythematosus (SLE) patient blood,disease
Gene expression time-course in the human skin during elicitation of allergic contact dermatitis,disease
Palmitoyl protein thioesterase-1 knockout mice hofma-affy-mouse-370000,disease
Gene expression profiling of B lymphocytes and plasma cells from WaldenstrÖm’s macroglobulinemia.,disease
Genome-wide gene expression differences between Crohn’s and ulcerative colitis from endoscopic pinch biopsies:,disease
Comparison of gene expression data between wild-type and DM1-affected Mesodermal Precursors Cells (MPC),disease
Comparison of gene expression data between wild-type and DM1-affected Neural Precursors Cells (NPC),disease
Comparison of gene expression data between wild-type and DM1-affected undifferentiated hES cells.,disease
Gene expression profiling of testicular seminoma,disease
Gene expression profiles of striatum and cerebellum from knock-in mouse model of Huntington's disease,disease
Gene expression abnormalities in histologically normal breast epithelium of breast cancer patients,disease
GFAP transgenic mice expression analysis,disease
"Extraocular muscle, comparison of wild type and mdx mice, 14 to 112 Days (Porter lab)",disease
Lung cancer,disease
13-cis retinoic acid treatment of human sebocytes (SEB-1),disease
Cancer genomics identifies regulatory gene networks associated with the transition from dysplasia to adenocarcinomas,disease
Murine Neurofibromatosis,disease
Cadherin-11 depletion in aggressive MDA-MB-231 breast cancer cells.,disease
A549 parenchymal cell activation,disease
Gene expression profiling of human gliomas and human glioblastoma cell lines,disease
Gene expression profile in CD4+ and CD8+ T cells from identical twins discordant for Multiple sclerosis,disease
Chondrogenic differentiation potential of OA chondrocytes and their use in autologous chondrocyte transplantation,disease
Characterization of whole blood gene expression profiles in sickle-cell disease patients using globin mRNA reduction,disease
BPH and BPL mouse strain adrenal glands,disease
Comparison of MBT/Pas and BALB/cByJ MEFs response after infection with Rift Valley Fever virus,disease
Expression data from epithelial cells during the process of multistep pancreatic carcinogenesis,disease
The Effect of Hepatitis C Virus Infection on Host Gene Expression,disease
Expression profiling of human DCIS and invasive ductal breast carcinoma,disease
Validated Gene Expression Signatures of Idiopathic Pulmonary Fibrosis,disease
MMTV-Myc tumor development in E2F-null backgrounds,disease
Ikaros mutant thymic tumors,disease
"Comparative Analysis of MMTV-neu tumors, preneoplastic MMTV-neu mammary gland, and Wild-type controls",disease
Autism and increased paternal age related changes in global levels of gene expression regulation,disease
Anaplasma phagocytophilum infected NB4 cells,disease
"Microarray gene expression data from Hdh knock-out, wild-type and knock-in embryonic stem cells",disease
strain dependent pulmonary bleomycin response,disease
Stromal molecular signatures of breast and prostate cancer,disease
"Expression data for human epithelium from subjects with atopic dermatitis, psoriasis and nonatopic controls",disease
Transcriptomic Analysis of Autism Brain Reveals Convergent Molecular Pathology [array data],disease
"Gene Expression Profiles of Nondiabetic and Diabetic Obese Mice--Adipose tissue, Liver, Muscle and Islets",disease
Fibrogenic and redox-related but not proinflammatory genes are upregulated in lewis rat model of chronic silicosis,disease
B cell signature during inactive systemic lupus,disease
Molecular-genetic correlates of fatigue in cancer patients receiving localized external beam radiation therapy,disease
X linked dystonia parkinsonism,disease
Microarray Analysis of West Nile Virus infected Human Retinal Pigment Epithelium,disease
Cystic Fibrosis Mouse Lung Profiles,disease
Transcriptional Alterations of Hamstring Muscle Contractures in Children with Cerebral Palsy,disease
Contribution of Nuclear and Extranuclear PolyQ to Neurological Phenotypes in Mouse Models of Huntington’s Disease,disease
Transcriptional profiling of liver samples from Lmna Gly609Gly knock-in mice,disease
Nonlesional atopic dermatitis skin is characterized by broad terminal differentiation defects and variable immune abnormalities,disease
Effect of chronic ethanol consumption on rat pancreas,disease
Altered de novo lipogenesis contributes to low adipose stores in cystic fibrosis mice.,disease
Gene expression profiles of fibroblasts and fibroblast-reprogrammed induced pluripotent stem cells (iPSCs) from childhood cerebral adrenoleukodystrophy patients and healthy controls,disease
Association b/w gene expression profile & tumor invasion in OSCC,disease
Dilated Cardiomyopathy and Non Failing Biopsies,disease
Gene expression profiles in white blood cells in response to exercise,disease
Janus-Like Opposing Roles of CD47 in Autoimmune Brain Inflammation in Human and Mice,disease
Analysis of blood myelomonocytic cells from RCC patients,disease
"Expression data from brain, liver and spleen of Npc1-/- mice",disease
"Inflammation, adenoma and cancer: objective classification of colon biopsy specimens with gene expression signature",disease
"Genome-wide expression profile of human trabecular meshwork cultured cells, non-glaucomatous and POAG tissue",disease
Genome-wide expression study of human carotid atheroma,disease
