text,label
"Background :To evaluate the impact of the duration of chronic inflammation on gene expression in skeletal muscle biopsies (MBx) from untreated children with juvenile dermatomyositis (JDM) and identify genes and biological processes associated with the disease progression, expression profiling data from 16 girls with active symptoms of JDM greater or equal to 2 months were compared with 3 girls with active symptoms less than 2 months.;	Results: Seventy-nine genes were differentially expressed between the groups with long or short duration of untreated disease.  Genes involved in immune responses and vasculature remodeling were expressed at a higher level in muscle biopsies from children with greater or equal to 2 months of symptoms, while genes involved in stress responses and protein turnover were expressed at a lower level.  Among the 79 genes, expression of 9 genes showed a significant linear regression relationship with the duration of untreated disease.  Five differentially expressed genes--HLA-DQA1, smooth muscle myosin heavy chain, clustering, plexin D1 and tenomodulin--were verified by quantitative RT-PCR.  The chronic inflammation of longer disease duration was also associated with increased DC-LAMP+ and BDCA2+ mature dendritic cells, identified by immunohistochemistry.;	Conclusions: We conclude that chronic inflammation alters the gene expression patterns in muscle of untreated children with JDM.  Symptoms lasting greater or equal to 2 months were associated with dendritic cell maturation and anti-angiogenic vascular remodelling, directly contributing to disease pathophysiology.;	;	Keywords: Disease progression; time course",disease
"Nasopharyngeal carcinoma is an Epstein-Barr virus-associated epithelial cancer with high prevalence in Southeast Asia. mRNA expression levels were measured for essentially all human genes and all latent Epstein-Barr virus (EBV) genes in nasopharyngeal carcinoma tissue samples and normal nasopharyngeal tissues. Data were analyzed for differential gene expression between tumor and normal tissue and  for correlations with levels of viral gene expression. Primary publications: Sengupta et al, 2006, Cancer Research 66(16): 7999-8006. Dodd et al, 2006, Cancer Epidemiology, Biomarkers & Prevention 15(11): 2216-2225.;	In subsequent studies using the same set of tissue samples, microRNA levels were measured in tumors and normal tissues and analyzed for correlations with differential target gene expression (Sengupta et al, 2008, Proc. Nat. Acad. Sci. USA 105: 5874-5878.);	;	Keywords: mRNA expression profiling",disease
"We used laser capture microdissection to isolate both microvascular endothelial cells and neurons from post mortem brain tissue from patients with schizophrenia and bipolar disorder and healthy controls. RNA was isolated from these cell populations, amplified, and analysed using Affymetrix HG133plus2.0 GeneChips. In the first instance, we used the dataset to compare the neuronal and endothelial data, in order to demonstrate that the predicted differences between cell types could be detected using this methodology.;	;	Keywords: cell type comparison, laser capture microdissection",disease
"Mice were a mixed background between 129/SvEv and C57BL/6.;	Rp1 knockout mice (Rp1-/-) and wildtype littermates examined.;	At P7, P10, P14, P18 and P21, mice were sacrificed and retinas removed.;	Each RNA sample included a pool of neural retinas from 3-4 mice.;	Retinas were all collected at 1-2 pm.;	Keywords: other",disease
"Gene expression has been proposed as an intermediate phenotype that can increase power in complex trait gene-mapping studies. Psoriasis, an immune-mediated, inflammatory and hyperproliferative disease of the skin and joints, provides an ideal model system to evaluate this paradigm, as conclusive evidence demonstrates that psoriasis has a genetic basis and the disease tissue is readily accessible.;	To better understand the complex nature of processes in psoriasis, we characterize gene expression profiles in uninvolved and involved skin from affected individuals as well as normal skin from control individuals.;	;	Keywords: disease state analysis",disease
"dataset of 60 patients with ER-positive primary breast cancer and treated with tamoxifen monotherapy for 5 years. Data were generated from whole tissue sections of breast cancers.;	Sample_keyword: breast cancer, tamoxifen, recurrence;	Keywords: other",disease
Determination of gene expression changes in extraocular and hindlimb (gastrocnemius/soleus) of mdx (dystrophin-deficient) mice at postnatal day 56.  5 independent replicates/muscle group/strain.;	Keywords: parallel sample,disease
"Neuropathic pain is an apparently spontaneous experience triggered by abnormal physiology of the peripheral or central nervous system, which evolves with time. Neuropathic pain arising from peripheral nerve injury is characterized by a combination of spontaneous pain, hyperalgesia and allodynia. There is no evidence of this type of pain in human infants or rat pups; brachial plexus avulsion, which causes intense neuropathic pain in adults, is not painful when the injury is sustained at birth. Since infants are capable of nociception from before birth and display both acute and chronic inflammatory pain behaviour from an early neonatal age, it appears that the mechanisms underlying neuropathic pain are differentially regulated over a prolonged postnatal period.;	We used microarrays to detail the global programme of gene expression underlying the differences in nerve injury between along the postnatal development and identified distinct classes of regulated genes during the injury",disease
muscle biopsies of normal and dermatomyositis patients;	Keywords: other,disease
"Large-scale gene expression profiling of peripheral blood mononuclear cells from Rheumatoid Arthritis (RA) patients could provide a molecular description that reflects the contribution of diverse cellular responses associated with this disease. The aim of our study is to identify peripheral blood gene expression profiles for RA patients, using Illumina technology, to gain insights into RA molecular mechanisms. The Illumina Human-6v2 Expression BeadChips were used for a complete genome-wide transcript profiling of peripheral blood mononuclear cells from 18 RA patients and 15 Controls. Differential analysis per gene was performed with one-way analysis of variance (ANOVA) and P values were adjusted to control the False Discovery Rate (FDR<5%). Genes differentially expressed at significant level between patients and controls were analyzed using Gene Ontology (GO) in the PANTHER database to identify biological processes. A differentially expression of 339 Reference Sequence genes (238 down-regulated and 101 up-regulated) between the two groups was observed. We identified a remarkably elevated expression of a spectrum of genes involved in Immunity and Defense in peripheral blood mononuclear cells of RA patients compared to Controls. This result is confirmed by GO analysis, suggesting that these genes could be activated systemically in RA. No significant down-regulated ontology groups were found. Microarrays data were validated by real time PCR in a set of nine genes showing a high degree of correlation. Our study highlighted several new genes that could contribute in the identification of innovative clinical biomarkers for diagnostic procedures and therapeutic intervention. Further studies on larger scale groups of patients should be performed with the same technology to replicate these results and to allow clinical stratification.",disease
"Expression profiles in aortas isolated from mouse strains C3H.2/HeJ and C57.2Bl/6. Mice were were either on a high fat diet or normal diet for 0, 4, 10, 24, or 40 weeks.;	Keywords: other",disease
Gene expression profiling using oligonucleotide microarrays performed on tumor samples obtained before and after imatinib mesylate (IM) therapy.  Rapid responding (to IM) samples were compared to non-responding/stable disease samples as measured by CT scan measurements to identify a gene signature that can predict rapid response to IM.,disease
Duplicate analysis of pooled healthy and carious pulpal tissue gene expression using Affymetrix HG_U133A arrays;	Keywords: repeat sample,disease
"Williams-Beuren Syndrome (WBS) is a neurodevelopmental disorder caused by aa 1.5 Mb microdeletion on human chromosome 7. Although the molecular cause of the disorder is well-established, little is known about the global impact of the deletion on gene expression. Here we profiled the transcriptomes of fibroblast cell lines from 8 young girls with WBS, and 9 sex- and age-matched control individuals;	;	Keywords: disease state analysis, gene expression profiling",disease
"This is a study of femoral fracture healing in female rats 16 weeks old at fracture to compare intramedullary nailing, screw and plate fixation, and sham surgery.  The sham surgery group received a surgical exposure of the femur, but no fracture, no plate, and no nail.  Samples were collected at 1 day, 3 days, 1 week, 2 weeks, 4 weeks, and 6 weeks after surgery.  Each sample is a pool of RNA from three rats from the same surgery group at the same time point after fracture.  The middle third of the femur was collected with the cortical bone, fracture callus, and marrow elements.  Mid-diaphyseal, simple, transverse fractures were induced by a Gigli saw.  The no fracture sample was a time 0 control collected on the day of surgery from intact rats.;	Keywords = rat;	Keywords = fracture;	Keywords = plate;	Keywords = nail;	Keywords = time;	Keywords = femur;	Keywords: time-course",disease
"Needle biopsies were obtained from the vastus lateralis muscle of 6 healthy, sedentary, 67±2.5 year-old males before and after 3 months of training.;	Keywords: other",disease
"Normal, premalignant and various histological subtypes of testicular germ cell tumor (TGCT) tissues were hybridized against Universal Human Reference RNA (Stratagene) onto Agilent 60mer oligo microarrays (GEO accession no GPL885). In vitro time series of two TGCT cell lines, NTERA2 and 2102Ep, treated with retinoic acid for 0, 3, and 7 days were also included. The data set (30 hybridizations) is particularly useful for comparisons between various histological subtypes of TGCT versus each other or versus normal testis.;	Keywords = 2102Ep;	Keywords = Agilent oligo microarrays;	Keywords = carcinoma in situ;	Keywords = choriocarcinoma;	Keywords = development;	Keywords = developmental biology;	Keywords = differenciation;	Keywords = embryogenesis;	Keywords = embryonal carcinoma;	Keywords = homo sapiens;	Keywords = human;	Keywords = human development;	Keywords = intratubular germ cell tumor;	Keywords = nonseminoma;	Keywords = NTera2;	Keywords = pluripotency;	Keywords = pluripotent;	Keywords = retinoic acid;	Keywords = seminoma;	Keywords = teratocarcinoma;	Keywords = teratoma;	Keywords = testis;	Keywords = testicular germ cell tumor;	Keywords = testicular neoplasm;	Keywords = totipotency;	Keywords = totipotent;	Keywords = undifferentiated;	Keywords = universal human reference RNA (Stratagene);	Keywords = yolk sac tumor;	Keywords: other",disease
There is cardiac dysfunction in male eNOS (-/-) with age and 50% mortality at 21M. It was of interest to investigate the gene expression profile of aged eNOS (-/-) male in comparison to (+/+) in order to explore the genetic markers and molecular mechanisms leading to heart failure. RNA was extracted from the left ventricle from male (-/-) (n=3) and (+/+) (n=4) at the age of 21M.;	Keywords = eNOS knockout;	Keywords = microarray;	Keywords = exercise;	Keywords: other,disease
"Bronchoalveolar lavage samples collected from lung transplant recipients.  Numeric portion of sample name is an arbitrary patient ID and AxBx number indicates the perivascular (A) and bronchiolar (B) scores from biopsies collected on the same day as the BAL fluid was collected.  Several patients have more than one sample in this series and can be determined by patient number followed by a lower case letter.  Acute rejection state is determined by the combined A and B score - specifically, a combined AB score of 2 or greater is considered an acute rejection.;	Keywords = Bronchoalveolar lavage;	Keywords = lung transplant;	Keywords: other",disease
"Rheumatoid arthritis (RA) is a chronic, inflammatory joint disease of unknown etiology and pronounced inter-patient heterogeneity. To characterize RA at the molecular level and to uncover key pathomechanisms, we performed whole-genome gene expression analyses. Synovial tissues from rheumatoid arthritis patients were compared to those from to normal donors.;	Keywords: repeat sample",disease
Expression data from microdissected glomeruli to examine the role of hypoxia in glomerulosclerosis of human Nephrosclerosis (NSC).,disease
"• The origin of biological samples (In vitro infection of HCT-8 cells with Cryptosporidium parvum);	;	Monolayers of the HCT-8 cells (ATCC CCL-244, American Type Culture Collection) were cultured in RPMI 1640 medium containing 10% fetal bovine serum and additional nutritional supplements. Cells in log phase were plated at 2×106 cells per 150 mm tissue culture dish and infected with sterilised Cryptosporidium parvum oocysts (Iowa strain). Purified oocysts were suspended in phosphate buffered saline, sterilised in 33% bleach for 7 min on ice, washed in Hank's buffered saline solution, and added to HCT-8 cultures at a ratio of one oocyst per cell. Following a 2 h excystation period at 37 °C, cells were washed with warm Hank's buffered saline solution, and cells were incubated in fresh supplemented media. Mock-infected cultures were treated identically, with the exception that oocysts were not added to the cultures.;	;	Three independent mock- and C. parvum-infected cultures were prepared for analysis.;	;	;	•  The origin of mRNA samples;	;	At 6, 12, 24, 48, and 72h post-inoculation, cell culture media were removed and cultures were immediately lysed by the addition of 3.5 ml of Trizol® reagent (GIBCO BRL Life Technologies) directly to the culture plate. Total RNA was prepared as described by the manufacturer, and poly(A) mRNA was isolated using oligo-dT cellulose columns (Amersham Pharmacia Biotech). The qualities of total RNA and poly(A) mRNA preparations were assessed by Northern blot.;	;	;	•  Protocols for conducting microarray hybridization;	;	Poly(A) mRNA was converted into ‘target’ suitable for hybridisation to Affymetrix microarray chips according to protocols provided by Affymetrix Inc. (Santa Clara, CA). Briefly, 2.0  g of poly(A) mRNA was reverse-transcribed to prepare double-stranded cDNA using T7-(dT)24 primer (GENSET Corp., La Jolla, CA) and Superscript II reverse transcriptase (GIBCO). Approximately 1  g of cDNA was used for in vitro transcription in the presence of biotinylated UTP and CTP using the Enzo BioArray High Yield RNA Transcript Labelling Kit (Enzo Diagnostics, Inc). This labelled cRNA was fragmented in 40 mM Tris–acetate (pH 8.1), 100 mM potassium acetate, and 30 mM magnesium acetate at 94 °C for 35 min. The integrity of cRNA and the efficiency of fragmentation were monitored by Northern blot analysis (not shown).;	Fragmented biotinylated cRNA targets were hybridised to HG-U95Av2 chips (Affymetrix) that contain probe sets for 12,600 human gene/transcripts. Fifteen micrograms of fragmented cRNA and appropriate controls were hybridised to the chips at 45 °C for 16 h with constant rotation at 60 rev./min. The chips were subsequently washed and stained with streptavidin–phycoerythrin conjugate using the GeneChip Fluidics station protocol EukGE_WS2 (Affymetrix). Following washing and staining, microarray chips were scanned twice at 3  m resolution using a Hewlett-Packard confocal scanner and hybridisation intensities for each of the genes/transcripts were collected from scanned images.;	;	;	•  Analysis of microarray data;	;	Gene expression data were initially analysed with the GeneChip® expression analysis software (Affymetrix Microarray Suite, version 5.0). The fluorescence intensity of the genes/transcripts was measured for each probe array and, to minimise discrepancies due to non-biological variations, normalised by global scaling to 1000.;	;	Further data analyses were performed using GeneSpring software (version 6.0; Silicon Genetics, Redwood City, CA). Per gene normalisation was applied in which the expression signal of each gene in C. parvum-infected cells (raw data) was normalised to the median of its measurements in the mock-infected samples (control); and the ratio of expression levels between mock and infected samples was calculated as the mean value of normalised signal vs. control signal among three replicates. To identify genes with significantly altered expression, a series of statistical analyses (filtering) were performed: cut-off values for ratio of expression levels 1.80 and 0.55 were used to filter genes with expression level fold changes greater than ±1.8 in all three independent samples. Genes with fold change variations >1.5 across the three samples were excluded. Furthermore, a ‘statistical group comparison’ using Student's t-test/ANOVA was conducted to compare mean expression levels between mock-infected and infected samples, and the genes with significant differential expression (P<0.05) were selected. Identified differentially expressed genes were then annotated using GeneSpring's ‘Build Simplified Ontology’ constructor which hierarchically groups genes into meaningful biological categories (gene lists) based on the Gene Ontology Consortium Classifications. Various lists of regulated genes were created by cross-referencing annotated gene lists and applying assorted statistical and visualisation methods.;	Keywords: time-course",disease
Txnip deficient mice with hepatocellular carcinoma;	Keywords: repeat sample,disease
"The mechanisms and molecular pathways underlying interstitial lung diseases (ILDs) are poorly understood. Systems biology approaches were used to identify perturbed networks in these disease states to gain a better understanding of the underlying mechanisms of disease. Through profiling genes and miRNAs, we found subsets of genes and miRNAs that distinguish different disease stages, ILDs from controls, and idiopathic pulmonary fibrosis (IPF) from non-specific interstitial pneumonitis (NSIP).  Traditional pathway analysis revealed several disease-associated modules involving genes from the TGF-beta, Wnt, focal adhesion and smooth muscle actin pathways that may be involved in advancing fibrosis.;	A comprehensively integrative approach was used to construct a global gene regulatory network based on the perturbation of key regulatory elements, transcriptional factors and miRNAs.  The data also demonstrated that several subnetworks were significantly associated with key molecules involved in the diseases.  We present a broad overview of the disease at a molecular level and discuss several possibly key regulatory molecular circuits that could play central roles in facilitating the progression of ILDs.",disease
"This experiment investigated the role of mechanical ventilation (MV) in modulating lung's transcriptional response to LPS.   Twenty four  C57/B6 male mice were randomized to four groups: 1. Control, 2. MV, 3. LPS and 4. MV+LPS.  Expression profiling of whole lungs revealed a significant augmentation of the transcriptional response in the combined MV+LPS group relative to the other 3 conditions.;	Keywords: repeat sample",disease
"Background:;	Children with Down syndrome (DS) are predisposed to acute megakaryoblastic leukemia (AMKL, or AML M7) and a related myeloid disorder, referred to as transient myeloproliferative disorder (TMD), or transient leukemia (TL). Recently, acquired mutations in the erythroid/megakaryocytic lineage-specific transcription factor GATA-1 have been identified in megakaryoblasts from virtually all DS patients with AMKL (DS-AMKL), as well as in nearly all DS neonates with TMD. These mutations prevent synthesis of full-length GATA-1, but lead to synthesis of a truncated GATA-1 protein (GATA-1s) that lacks the N-terminal transactivation domain.;	To determine the in vivo requirement of GATA-1 N-terminal domain in hematopoiesis and to model DS megakaryocytic leukemia initiated by GATA-1 mutation, we generated a GATA-1 knockin allele with a truncation at this domain (GATA-1deltaN). ES cells bearing this mutant allele generated a unique type of large Thrombopoietin (Tpo)-dependent megakaryocytes-containing colonies, when differentiated in vitro. Fetal livers from mice carrying this mutant allele contained elevated numbers of CD41+ cells throughout embryonic development, especially during mid-gestation. In in vitro hematopoietic colony assays, mutant cells from yolk sacs and mid-gestation fetal livers gave rise to a large number of macroscopic hyperproliferative megakaryocytic colonies (CFU-MKs). Consistent with that, when mutant fetal liver progenitors were cultured in liquid medium in the presence of Tpo, the derived megakaryocytes displayed marked hyperproliferation and grew for longer period of time than WTs.;	;	Specific aims:;	To understand the molecular basis for the megakaryocytic hyperproliferation phenotype of the GATA-1deltaN mutants, we plan to profile gene expression patterns of fetal liver-derived primary megakaryocytes and megakaryocytic progenitors from the GATA-1deltaN mutants and compare them with WTs, as well as GATA-1deltaNeodeltaHS mutants (GATA-1– megakaryocytes).;	;	Experimental design:;	E12.5 fetal livers were harvested from either GATA-1 WT and mutant embryos. Single cell suspensions were made from these livers and the cells were cultured in liquid medium in the presence of Tpo for 3 days. On day 3, primary megakaryocytes were enriched by a BSA gradient, and further enriched by anti-CD41 antibody and magnetic microbeads. Megakaryocytic progenitors were collected by FACS sorting for small cells in the same culture that express low level of CD41. Total RNAs were then prepared from these two populations and submitted for microarray profiling.;	;	Conclusions:;	When examining genes that are normally upregulated upon megakaryocyte differentiation (many of this class are megakaryocyte-specific genes), we found in GATA-1deltaN megakaryocytes, the majority of these genes are upregulated, although not to the full extent as seen in WTs. In contrast, this class of genes is largely not upregulated in GATA-1deltaNeodeltaHS megakaryocytes, which are blocked at an immature stage of differentiation. Genes that are downregulated during megakaryocyte differentiation include those that are normally repressed by GATA-1. Among genes that are not properly downregulated in GATA-1deltaN megakaryocytes, five transcription factors (Myc, Myb, GATA-2, PU.1, Ikaros) are of particular interest. Inadequate GATA-1s-mediated repression of transcription factors required for proliferation of hematopoietic progenitors (Myc, Myb and GATA-2) and for specifying lineage choices other than megakaryocyte/erythrocyte (PU.1 and Ikaros) may contribute to hyperproliferation of GATA-1deltaN megakaryocytes.;	;	Keywords = GATA-1;	Keywords = megakaryocyte;	Keywords = mouse model;	Keywords: other",disease
"Background and Aims: It is well demonstrated that in the beta cell population of the pancreas there is a dynamic turnover, which results from the net balance of several processes; beta cell replication, apoptosis and neogenesis. These processes have been studied in partial pancreatectomy and glucagon-like peptide 1 treated animals, where an increase in pancreas regeneration has been observed. Similarly, sodium tungstate, which decreases hyperglycemia in several animal models of diabetes, promotes a rise in the beta cell mass of nSTZ and STZ animals. However, the molecular mechanisms underlying this pancreas regeneration remain unknown. Therefore the objective of this study is to identify which genes are up or down regulated in the increase of the beta cell population of STZ rats treated with sodium tungstate.;	Materials and methods: Adult male Wistar (225-250 g) rats were kept under a constant 12-hour light-dark cycle and rats were kept under a constant 12-hour light-dark cycle and were allowed to eat and drink freely. Diabetes was induced by a single i.p. injection of streptozotocin (STZ) (70 mg/Kg body weight) in 0.9% NaCl with 100 mmol/L sodium citrate buffer (pH 4.5). Diabetes was confirmed by determination of its hyperglycaemia (>500mg/dL [Reflotron, Roche Diagnostic]). Healthy rats received an i.p. injection of the vehicle. Treatment started 7 days after the STZ or vehicle injection. Diabetic and healthy rats were divided into two groups. In the first (untreated), rats received deionized drinking water; in the second (treated) group, they were given a solution of sodium tungstate. During the first week of treatment, the rats received a solution of 0.7 mg/mL and in the next 4-5 weeks, the concentration was increased to 2 mg/mL. At the end of the experiment, the animals were sacrificed and pancreatic RNA isolated. Three chips (Affymetrix RAE-230A) were hybridized for each of the four experimental groups (untreated and treated healthy rats and untreated and treated diabetic rats). The raw intensity data obtained from the microarrays was normalized and summarized using the Bioconductor package RMA.;	Keywords = pancreas regeneration;	Keywords = STZ;	Keywords = diabetes;	Keywords = tungstate;	Keywords = insulin-like agents;	Keywords = beta cell plasticity;	Keywords = neogenesis;	Keywords: ordered",disease
