text,label
Sample is C57/Bl6 C3KO liver RNA extract after infected with 1st generation LacZ adenovirus (1.5x10E11 particles per mouse) at 6 hpi.,pert
"TP090705_29_HG-U133A_2_IMFGN0023: This is a repeat of one sample, that was masked in the orginial array (completed 8/31/05). These samples are from the 6_22_05 experiment, they are the siLUC samples",ctrl
Cerebellum,ctrl
Gene expression analysis of the kidney of mouse treated with 7 repeat daily doses of vancomycin at 200 mg/kg administered via the intraperitoneal route (ip),pert
gastrocnemius muscle 4d post-injection,ctrl
"2B1 Otic vesicle cell line transiently transfected with Dlx5 and GFP expression vector and differentiated for 4 days at 37oC without gamma-interferon, replicate1",pert
CD34+ cells from imanitib-treated patients;	Keywords = CD34+;	Keywords = bone marrow;	Keywords = Imatinib;	Lot batch = 3001955,pert
Sample name: 376R,pert
"15d control, pool 7",ctrl
Cell line 1 treated with APF#2. Membrane B is used.,ctrl
Sample name: 306R,ctrl
"Stage II, T2, N0, M0, G4",pert
Differentiation batch 1,ctrl
SMhu001b;	Gene expression data from cultured ovarian cancer cell line.,ctrl
"Infiltrated pancreatic islets of an autoimmune BDC2.5/NOD mouse. Time course of diabetes induction with Cyclophosphamide (day0 to day3). RNA prepared from purified islets (collagenase digestion, density separation, hand picking), amplified using Ambion protocol.;	Keywords = type I diabetes;	Keywords = cyclophosphamide;	Keywords = BDC2.5;	Keywords = NOD;	Keywords = pancreas;	Keywords = islets;	Lot batch = jos0995",ctrl
"Atm-/- murine lymph node, untreated, replicate C",pert
SK03M007;	Gene expression data from MIST1-null pancreatic RNA 36 hours post-tamoxifen,pert
total RNA extracted from cells obtained using biopsy in a patient having colorectal cancer,pert
Gene expression profile of non-malignant FTE from BRCA1/2-mutation carrier during the luteal phase,ctrl
from spontaneous tumor in RB p53 null,ctrl
Sample name: 5003391025_f;	replicate 3,ctrl
Sample name: 413R,pert
Gene expression data from 3-month-old triceps muscle.,ctrl
"Control frontal cortex 5;	Treatment, type=compound_based_treatment, description=Male Wistar rats receive control solution (N=7 in each group) through a gastric tube twice daily for 90 days.",ctrl
Healthy controls; individual=CM; time=2; beverage=alcohol,pert
NS-013_AM,ctrl
hESC H1 wt;	Sample name: H1B,ctrl
"SW480-Vector, vector control treated stable line",ctrl
Gene expression data from adrenal WT sample taken at 0h,ctrl
"Human skin biposy (uninvolved) from male patient, 51 years old, 24 years of psoriasis, clear erythema, clear induration, clear scaling.",ctrl
Gene expression data of RBP2 depletion cells,pert
Gene expression profiles of pure sorted peripheral blood lymphocytes from melanoma patients and healthy controls.,ctrl
"Gene expression data from Deltoid, FSHD, cohort 19, subject 19A",pert
C57Bl/6 strain used as the wild-type for comparative analysis.,ctrl
TIG3  diploid lung embryonic fibroblasts were transfected with siRNA oligos specific for the Polycomb protein BMI-1. After 44 hours expression analysis was performed.,pert
coronary artery bypass surgery patient,ctrl
Gene expression data mus musculus liver tissue;	PBS_4_null,pert
4466975028_f,pert
control;	RS020319HU02ba.CEL,ctrl
olfactory bulb from wildtype FVB/N mouse at P23,ctrl
Biopsy_149L,pert
PBMCs from Crohn's Disease subject;	Subject Disease : Crohn's Disease;	Subject Age : 39;	Subject Race : CAUCASIAN;	Subject Gender : MALE,pert
"Gene expression data. Endometrium from postmenopausal female (Klaassens et al., 2006, Hanifi-Moghaddam et al., 2007). Estradiol treated. Patient 8.",pert
"To export to gene expression data based on unique gene, we used Sample Gene Profile option of Illumina BeadStudio software.",pert
Sample name: 374L,pert
Gene expression data from KB cancer cells transfected with p53R2 specific siRNA to knockdown its expression,pert
Gene expression data from human sorted B cells.;	P09;	JLP_P09_U133_2.CEL,pert
WT-VILI replicate 3,ctrl
"a time series of ConA injections was administered and  20 mg/kg ConA was injected through the mouse caudal vein at one of 4 time points (0 hr, 1 hr, 3 hr, 6 hr),here is  hepatic gene expression at ""0 hr"" (rep3)",ctrl
Gene expression data from pooled PBMC of normal control subjects enriched for CD8+ T cells,ctrl
"3496_E_30_(HG-U133A_2).CEL;	Gene expression data from MCF-7 cells, siERK2 treatment 60h, 10 nM E2 for 24h",pert
"clinically localized prostate cancer tissue pool extracted from sample P1, P2, P3, P4 and P5",pert
H4,ctrl
HC-MA5;	Gene expression data from resected liver tumor,ctrl
HUVEC treated with ERG SiRNA,pert
Control (GFP overexpressing) LNCaP prostate cancer cell line replicate 3,ctrl
Gene expression data from HEK cells non-expressing WT TRPM7 channel;	WT no3,pert
4936551008_C,pert
Gene expression data under ER stress from lymphoblastoid cells of twin 1727:1 treated with 500nM thapsigargin.,pert
"Biological replicate 1 of 5. Technical Replicate 2 of 2. Cyclophosphamide-treated bone marrow cells, day1",pert
D0-163-14M-WT,ctrl
"3-week old C57BL/10 control TA mouse muscle, replicate 2",ctrl
"hormone-refractory metastatic prostate cancer tissue pool from sample W1,W2,W3 and W4, replicates of WX1",pert
251485024861_1_2_Schiz,pert
Time course experiment of tunicamycin effect,ctrl
"A VIS _B096;	The first letter refers to the age of the animal (Y= young, 3month old rat; or A=aged, 24 month old rat). The second word refers to the treatment, as described in sample treatment protocol. The third descriptor, eg, B003, B refers to the region of the hippocampus (CA1 region) animal number 3. In addition, aged animals who underwent the hidden platform (HID), can either be learning impaired (I) or hidden unimpaired (U)",pert
01UP3_Oligo,pert
Gene expression data from wild-type CTL from mouse 2;	3_154IL2,ctrl
Gene expression data from paired samples of carotid atheroma plaque and macroscopically intact tissue;	JLI_79,pert
"RNA from 1 testis from three 10 day old Sertoli cell-selective androgen receptor knockout (SCARKO) mice. Immediately after removal, testis samples were snap-frozen and stored in liquid nitrogen. Before RNA extraction, testis samples were weighed and homogenized in a Dounce homogenizer. Thereafter RNA was isolated with the QIAGEN RNeasy Kit (Chatsworth, CA) according to the manufacturers instructions, encompassing an on-column DNaseI-treatment of the RNA.;	Keywords = SCARKO;	Keywords = testis;	Keywords = spermatogenesis;	Keywords = androgens;	Keywords = microarray;	Keywords = Pem;	Keywords = serine protease inhibitor",pert
Gene expression data from control miR transfected PC-3 cells,ctrl
"HL-60 cell line infected with scrambled control shRNA, biological rep1;	Sample name: HL60_CTRL-1;	CREME_p_KimSteg_June10_96HT_HT_HG-U133A_96-HTA_A01_596706.CEL",ctrl
siDsRed HeLa cells replicate 1,ctrl
"liver from a 42 day old male mouse, mutant 569 was dissected out. Total RNA was extracted using an Ambion RNaqueous RNA extraction kit. Targets were produced using modified Affymetrix procedure from 5ug of total RNA. 3 biological replicates were analysed per each group of animals.Sample also known as A3.;	Keywords = Mouse, Growth hormone receptor, identification of signalling pathways",pert
SGug-CLC5-KO-3a-MOE430_2,pert
Gene expression data from neuron overexpressing GFP,ctrl
Retina R115825,pert
Alpha-1 Antitrypsin Deficiency-related emphysemic lung,pert
expression profile pre-treatment patients with clinical diagnosis of dermatomyositis,pert
11-1398,ctrl
"RWPE-PCAT1 cells transfected with cMyc siRNA #3, RNA was harvested after 48 hours, replicate #1",pert
M24 Co_4,ctrl
gene expression data from human fetal testis xenografts or unimplanted samples;	25_NON,ctrl
Monitor the effect of Hnf1alpha loss in the mouse jejunum epithelium.,pert
"Fibroblasts, baseline, time 0, patient 2, rep 2",ctrl
PDE_21,pert
"total RNA from biosource CC#11*;	Treatment, type=dissect, description=dissection from cerebellar tissue",ctrl
adjacent non-tumorous,ctrl
"GM8921A, unaffected brother, 46yrs, family 2108",ctrl
"Cells expressing IkBa dominant negative cultured in absence of dox, TNF stimulation for 1h",ctrl
3SRK 3-1,ctrl
Psoriasis biological replicate 2,pert
Sample name: 328R,ctrl
"whole tissue section of breast cancer.;	Clinical information: Sample.ID=1093;Tumor.type=D;Size=1;Grade=3;Nodes=1/14;ER=Pos;PR=Pos;HER2=Neg ;Age=66;DFS=85;Status=non-recur;	Keywords = breast cancer, tamoxifen, recurrence",ctrl
Sample name: 410L,pert
PBMCs from Ulcerative Colitis subject;	Subject Disease : Ulcerative Colitis;	Subject Age : 53;	Subject Race : CAUCASIAN;	Subject Gender : MALE,pert
mAdb experiment ID: 61764,pert
Overexpress_TAp63γ_1,pert
Primary human erythroid progenitor cells expressing a luciferase control shRNA biological replicate 3,ctrl
"Please refer to Lilly et al., Am J Respir Crit Care Med. 2005 Mar 15;171(6):579-86;	;	ALSO NOTE: There is no subject #4 in this series (subject 4 was excluded based on clinical criteria)",pert
NS-006_AM,ctrl
Wild type caerulein injected total RNA,pert
"C57BL/6J Acute morphine treated, striatum, biological replicate 1",pert
"GNMT_8ko4;	Gene expression data from GNMT knockout at 8 month, when the tissue has been histopathologically determined to be hepatocellular carcinoma.",pert
KO_AF_AF#14_(MoGene-1_0-st-v1),pert
"E12.5 fetal liver (FL) cells from GATA-1deltaN mutant  embryos were cultured ex vivo in the presence of Tpo for three days. FL-derived megakaryocytes and their progenitors in the culture were separated by BSA density gradient. Megakaryocyte progenitors (“P” population) were further purified by fluorescence-activated cell sorting (FACS) for cells expressing low levels of CD41. Megakaryocytes (“M” population) were further enriched by CD41 antibody coupled with magnetic beads. Total RNA was isolated from either enriched megakaryocyte or progenitor fractions. ~5-15microgram RNA from each sample was submitted to the Dana Farber Cancer Institute Microarray Core Facility for cDNA and cRNA synthesis, labeling, and hybridization with Affymetrix Mouse Genome 430 2.0 chips according to manufacturer’s instructions. All arrays were normalized and analyzed using the dChip program.;	Keywords = GATA-1;	Keywords = megakaryocyte;	Keywords = mouse model",pert
"Y YOKE_B023;	The first letter refers to the age of the animal (Y= young, 3month old rat; or A=aged, 24 month old rat). The second word refers to the treatment, as described in sample treatment protocol. The third descriptor, eg, B003, B refers to the region of the hippocampus (CA1 region) animal number 3. In addition, aged animals who underwent the hidden platform (HID), can either be learning impaired (I) or hidden unimpaired (U)",ctrl
CA2 NoCre Sox17E,ctrl
01LRK_ERA,pert
Retina L120227,pert
Undifferentiated Mkl2-/- embryonic stem cells,pert
Drug3_B3_HG-U133_Plus_2;	Gene expression data from TOV112 treated with NSC319726,pert
HE32H014,pert
Patient #57 with NORM,ctrl
R1306_U.CEL,ctrl
Gene expression data from mice heart,ctrl
"corresponds to sample UC5 in table 1;	Gene expression data from whole biopsies, primary mucosal tissue",pert
Cells known to possess both estrogen and progesterone receptors.;	High_48h_2,pert
gist_607plus_04.06.CEL,pert
SAMPLE 24,pert
Additional information and characteristics in the referred paper supplement xls table.,pert
"A rat insulinoma cell line (INS-1) was generated that contains a FRT site for FLP recombinase mediated site specific integration of specific genes. In addition, the line contains the tetracycline repressor allowing tetracycline (tet)  induction of the introduced gene. By comparing the gene expression profiles of uninduced and tet-induced cells, target genes of introduced transcription factors can be identified. This entry corresponds to the RNA isolated from tet-induced INS-1 cell line #4a containing MODY5 mutant A263insGG of hepatocyte nuclear factor-1b (HNF1b).;	Keywords = INS-1;	Keywords = beta-cell;	Keywords = HNF1b;	Keywords = A263insGG;	Keywords = MODY5;	Keywords = tetracycline;	Keywords = FRT",pert
4968481056_F;	endotoxin,ctrl
AML_54,pert
Tacrine 2.7mg/kg/day from 5 weeks;	Moclobemide 10mg/kg/day;	Creatine 1%w/v added to wet mash;	;	Lot batch = 5227,pert
SMhu009;	Gene expression data from cultured ovarian cancer cell line.,ctrl
gene expression in CBFbeta shRNA-expressing PPC1 cells,pert
HC-MA2;	Gene expression data from resected liver tumor,ctrl
Gene expression data from established lung cancer,ctrl
mAdb experiment ID: 54822,pert
Sample_ID:t02 // Patient:J-258 // Histology:Diffuse // Metastasis:+ // p53_mut:++ // E-cadherin_mut:- // beta-Catenin_mut:-;	Keywords = Gastric cancer,pert
Sample represents the supraoptic nucleus from 5 dehydrated animals (3 Days),pert
HE32H017,pert
"Hela tet off cells expressing IkBa mutant cultured in absence of Dox, TNF stimulated 0h",ctrl
"KU-812 leukemia cells were incubated with 10 µM STI571 (Imatinib) for 16 hours.;	For more information about the cell line, please check: www.dsmz.de;	Q249_A_HG_U133_Plus_2_01_1__UU812_STI_.CEL",pert
Gene expression data fromBmpr1a-/- cells in N2B27;	Bmpr1a-/- ESCs,pert
P7 KO2.CEL;	Gene expression data from pre-symptomatic Cstb-/- mouse cerebellum.,pert
c57bl6 female mice were challenged with Substance P 1 micromolar.  Mice were euthanized 24 hours after and bladders removed for cDNA array analysis;	Lot batch = 2/3,pert
Effects of SOCS3 on transcriptional response of macrophages to IL-6.;	Fetal liver cells from SOCS3-/-embryos were used to reconstitute recipient mice. Donor derived bone marrow from these mice was differentiated to macrophages.;	Replicate 2 after stimulation for 400 minutes with 10 ng/ml IL-6.,pert
C3-3;	Whole genome gene expression data from wild type C57BL/6 mouse embryonic stem cells.,ctrl
"LacZ-siRNA control, without treatment, replicate C",ctrl
SCLC cell line MS-1,pert
"Biological replicate 3 of 4. Technical Replicate 1 of 2. Cyclophosphamide-treated splenocytes, day1",pert
Retina R118072,pert
RNA obtained from Cell Applications Inc.,ctrl
Category: Cell-line;	Subcategory: HMEC;	This experiment was an out file converted from rana. The original files were not provided to load this experiment in Oracle. Category and Subcategories were made by curators.;	Scanning Software: unknown;	Software version: unknown;	Lot batch = 0376-5k,pert
PBMCs from Crohn's Disease subject;	Subject Disease : Crohn's Disease;	Subject Age : 44;	Subject Race : HISPANIC;	Subject Gender : FEMALE,pert
3975-1,pert
PBMCs from Crohn's Disease subject;	Subject Disease : Crohn's Disease;	Subject Age : 62;	Subject Race : CAUCASIAN;	Subject Gender : FEMALE,pert
"Monocytes were isolated from 30 ml of whole blood from 19 women, 10 with high BMD and 9 with low BMD, using monocyte negative isolation kit from Dynal Biotech Inc. Total RNA was extracted from monocytes using Qiagen RNeasy Mini Kit. Targets were produced for each subject using standard Affymetrix procedures from about 4ug of total RNA. Hybridization was made for each subject. Comparison was performed between 10 high BMD and 9 low BMD subjects.;	MCI-001 is the sample from a premenopausal high BMD women.;	Keywords = microarray;	Keywords = monocyte;	Keywords = osteoporosis;	Keywords = HDC;	Keywords = CCR3;	Keywords = GCR",ctrl
"Gene expression data from NTERA2/D1 cells treated with Vamp7 siRNA, biological replicate 1",pert
S7A,ctrl
- 6hr time point,pert
Global gene expression,ctrl
A202_03_TW51_938_WT_(MOGENE-1_0-ST-V1).CEL,ctrl
3SRK 3-23,pert
Total RNA was further processed to isolate mRNA (see 'Extract protocol').;	Gene expression data of HeLa cells with depleted BRCA1,pert
"whole tissue section of breast cancer.;	Clinical information: Sample.ID=823;Tumor.type=D;Size=2;Grade=2;Nodes=0/6;ER=Pos;PR=Pos;HER2=Neg;Age=51;DFS=69;Status=recur;	Keywords = breast cancer, tamoxifen, recurrence",pert
microarray analysis of gene expression after transverse aortic constriction in mice - 3 wks sham group No.2,ctrl
liver_Akt1+/-_female_8wk_rep2,pert
liver sample batch 2,pert
Visceral adipose tissue from 130 day old male wistar rat,ctrl
"This is from a study of femoral fracture healing in female rats 16 weeks old at fracture to compare intramedullary nailing, screw and plate fixation, and sham surgery.  This sample is from the group repaired with a plate and screws (rigid fixation) collected 6 weeks after fracture.  Each sample is a pool of RNA from three rats.  The middle third of the femur was collected with the cortical bone, fracture callus, and marrow elements.  Mid-diaphyseal, simple, transverse fractures were induced by a Gigli saw.;	Keywords = rat;	Keywords = fracture;	Keywords = plate;	Keywords = nail;	Keywords = time;	Keywords = femur",pert
Sample name: WT_SD_5;	Streptavidin-Cy3 bound to biotin-labeled cRNA.,ctrl
Thoracic mammary glands were collected from three virgin F1 CF-1/FVB LH-overexpressing (transgenic) mice at 16 weeks of age; RNA was pooled before synthesis of cDNA. This and two other distinct transgenic samples were compared to mammary glands from 16 week old wild type mice.,pert
WTC158,ctrl
SMhu052;	Gene expression data from cultured ovarian cancer cell line.,pert
4968481056_H;	endotoxin,pert
Loss of Dot1l in MLL-AF9 murine leukemia.,ctrl
042209_G8R,ctrl
WT-dox_B,ctrl
SCLC cell line Lu-134a,pert
I_LS_Wk1 in GSE11903 (GSM300799),pert
Expression comparison between primary normal human mammary epithelial cell from 50 years old donor and  human breast cancer cell line T47D,pert
mAdb experiment ID: 74670,pert
AML_60,pert
4936551011_G,pert
microarray name: 5184013028_C,pert
E770JJ,ctrl
"GNMT_3ko1;	Gene expression data from GNMT knockout at 3 month, when the tissue has been histopathologically determined to be non-alcoholic steatohepatitis.",pert
wildtype SOD1 - biological replicate 4/pool of 5 positive embryos,ctrl
Gene expression of -PancreaticSample54-Tumor,pert
SMhu123;	Gene expression data from cultured ovarian cancer cell line.,ctrl
Heart from female TAC operated animal,pert
"lung rna from wt mice, 3 days after mock infection, replicate C",ctrl
wildtype SOD1 - biological replicate 2/pool of 5 positive embryos,ctrl
RNA pool from untreated LCLs generated from ADHD patients,ctrl
MxlCre_KLF5KO 2,pert
SAMPLE 12;	replicate 3,pert
5325.PP,pert
"cDNA, from amplified total RNA;	BRAF mutated",ctrl
"Biological replicate 3 of 4. Technical Replicate 1 of 2. Peripheral blood leukocytes,  CTX-treated day 1",pert
model for diabetes,ctrl
"Cadherin-11 wt pooled stable knockdown cells (RNAi 4A);	This study involved seven arrays (3 control, 4 treated) to assess genetic differences in breast cancer cells when cadherin-11 was stably depleted.  Cadherin-11 expression is associated with tumor progression and metastasis in various cancers, including basal-like breast carcinoma and advanced prostate cancer, and invasive cell lines, yet is absent in normal epithelium.  Cadherin-11 attenuation in aggressive breast and prostate cancer cells results in marked decreases in proliferation, migration, and invasion.  Cadherin-11 depletion in MDA-231 cells prevents tumor growth in mice and alters gene expression and survival outcome associated with poor prognosis malignancies, as observed through publically available data mining.  This study was aimed at uncovering possible mechanisms associated with these facts.",pert
mAdb experiment ID: 62546,ctrl
"Simple annotation: Stimulation, Jurkat cells;	Image: http://smd.stanford.edu/MicroArray/gifs/2001-03/14913.gif",pert
I-c852T;	Gene expression data from human colorectal cancer sample.,pert
"We used five animals per group, and hybridized each sample to independent DNA chips, because previous work from our laboratory suggests that variability between individuals is higher than variability observed in replicate hybridizations of the same samples.",ctrl
Biological replicate 9 of 20.,pert
cop010062,ctrl
Category: Cell-line;	Subcategory: HMEC;	Scanning Software: unknown;	Software version: unknown;	Lot batch = 0088-5k,pert
EXT0544.CEL,ctrl
"Study of rat femur fracture healing in young rats (6 weeks old at fracture) at 3 days after fracture.  RNA from two rats were pooled for each array.;	Keywords = rat, fracture, age, time, femur",pert
DHF_34,pert
pre-treatment expression profiles of a 52 year-old patient with clinical diagnosis of dermatomyositis,pert
EXT0546.CEL,ctrl
azacitidine treated 48h;	3230_H1299_1uM-Aza_1.CHP;	H1299 1A;	3230_H1299_1uM-Aza_1.CEL,pert
Standard affymetrix protocol,ctrl
Wild type purified (>90% pure) parietal cells,ctrl
"MAT1A_NT1;	Gene expression data from MAT1A knockout at 15 month, peritumoral tissue.",pert
Cells known to possess both estrogen and progesterone receptors.;	Low_48h_1,pert
"Neuroblastoma were transfected with Cyclin D1, CDK4 and control siRNA. Total RNA was isolated and analyzed on Affymetrix U133 Plus 2.0 to generate expression profil",ctrl
S2B,ctrl
Sample name: siCON_3_minus,ctrl
Gene expression in NET1 knockdown AGS cells.;	GB 9 65A NO LPA.CEL,pert
"KJ_0_12_62_Testis_Control_Rat230_2_04005: PND 28 Fischer rats were gavaged with a single dose of 1 gram/kg MEHP in corn oil or corn oil alone.  The animals were sacrified 1, 2, 3, 6, or 12 hours after dosing.  The testis were removed and RNA extracted using the QIAGEN RNeasy Maxi kit",ctrl
This is a study of the change in gene expression in mouse kidney after feeding control or low phosphate diet to normal or Hyp mice for 3 days.  RNA from 3 mice were pooled for each microarray.;	Keywords = mouse;	Keywords = kidney;	Keywords = low phosphate diet;	Keywords = Hyp;	Keywords = Phex;	Keywords = X-linked hypophosphatemia,pert
Control cells,ctrl
Sample 7,pert
Gene expression interrogating 45101 transcripts;	exiTreg 2 erica mouse 10-5-11_(Mouse430_2).CEL,pert
"Infiltrated pancreatic islets of an autoimmune BDC2.5/NOD mouse. Time course of diabetes induction with Cyclophosphamide (day0 to day3). RNA prepared from purified islets (collagenase digestion, density separation, hand picking), amplified using Ambion protocol.;	Keywords = type I diabetes;	Keywords = cyclophosphamide;	Keywords = BDC2.5;	Keywords = NOD;	Keywords = pancreas;	Keywords = islets;	Lot batch = jos1171",pert
Gene expression data from  primary HCL cell of  patient D treated with DMSO for 72h;	ET31,ctrl
U2-OS cells were stably transfected with low levels of ERbeta1-530. This sample represents EtOH treated cells and was used as a control for a time-course experiment,ctrl
Gene expression data under ER stress from lymphoblastoid cells of twin 1727:2 treated with DMSO.,ctrl
3500-1,pert
4870,ctrl
8324341073_D,pert
Gudjonsson_058,pert
WT3-Liver,ctrl
Gudjonsson_046,pert
mAdb experiment ID: 61776,pert
SAMPLE 12;	Replicate 4 of 4.,pert
Experimental replicate control 18 of 25,ctrl
NANOG shRNA knockdown day 1.,pert
This is a study of the change in gene expression in mouse kidney after feeding control or low phosphate diet to normal or Hyp mice for 5 days.  RNA from 3 mice were pooled for each microarray.;	Keywords = mouse;	Keywords = kidney;	Keywords = low phosphate diet;	Keywords = Hyp;	Keywords = Phex;	Keywords = X-linked hypophosphatemia,ctrl
replicate 2;	5957936056_B,pert
5223.NN,ctrl
Gene expression data from HEK cells expressing WT TRPM7 channel;	WT tet1,ctrl
SMhu068;	Gene expression data from cultured ovarian cancer cell line.,ctrl
Luci kd 2 day_1;	replicate 1,ctrl
rep 1;	5645326024_C,pert
"whole tissue section of breast cancer.;	Clinical information: Sample.ID=140;Tumor.type=L;Size=>2.0;Grade=2;Nodes=18/28;ER=Pos;PR=Pos;HER2=Neg;Age=63;DFS=43;Status=recur;	Keywords = breast cancer, tamoxifen, recurrence",pert
"Full description found in Eliezer Masiliah, Eleanor S. Roberts, Dianne Langford, Ian Everall, Leslie Crews, Anthony Adame, Edward Rockenstein, and Howard S. Fox.  (2004) Patterns of gene dysregulation in the frontal cortex of patients with HIV encephalitis.",pert
Monocytes (98% CD14+) were obtained from Buffy coats by Ficoll gradient centrifugation and magnetic cell separation using anti-CD14-conjugated microbeads (VarioMACS; Miltenyi Biotec),ctrl
"HEK293-cells transiently transfected with pIRES2-EGFP, 48h post transfection, second of two independent transfections",ctrl
sh53BP1-2_1,pert
Gene expression interrogating 45101 transcripts;	nTreg 1 erica mouse 10-5-11_(Mouse430_2).CEL,ctrl
P52 Non failing heart biopsy,ctrl
