text,label
BM single-cell suspensions from bone fragments and aspirates were used to establish non-clonal BMSC cultures from normal donors (N-BMSCs),ctrl
Gene expression data from paired samples of carotid atheroma plaque and macroscopically intact tissue;	JLI_41,ctrl
gonadal WAT of five Fsp27 knockout mice,pert
"PDAC, sample 3",pert
AML_74,ctrl
Olfactory mucosa,pert
"amniocytes, euploid, 1565",ctrl
"corresponds to sample Hu1 in table 1;	Gene expression data from whole biopsies, primary mucosal tissue",ctrl
KM-02,ctrl
Cells known to possess both estrogen and progesterone receptors.;	vLow_8h_1,pert
Cervical cancer_1434T,pert
"06_21_04 TP-9: HeLa cells were transfected with siRNA 48 hrs prior to heat shock.  At time=0 HeLa cells were placed in a 43C incubator for 1.5 hrs, at the indicated time points RNA was harvested and Affymetrix microarrays were run.",pert
08-34_ACCX5M1;	Gene expression data from human adenoid cystic carcinoma xenograft.,pert
Gene expression data from HDAC1 knock out mouse embryonic stem cells,pert
Gene expression of -PancreaticSample4-Normal,ctrl
"Please refer to Lilly et al., Am J Respir Crit Care Med. 2005 Mar 15;171(6):579-86",ctrl
after 30 days intervention with resveratrol,pert
Common Reference 2 round amplification 2 ug,pert
S25 NLS 142Q TG3	F4/34	S25	NLS Htt exon 1 142Q	Mouse	3 months	Cerebellum	Male,pert
"ES cells were transfected with either vector, SRFdM-VP16 control or SRF-VP16 expression plasmids. RNA was harvested 72 hours after transfection. Each experimental condition was performed in duplicate.",pert
Chronic Myelogenous Leukemia;	type: accelerated phase;	blast count: 1;	Center code: 1;	Note: Center code == 5 not used for disease phase analysis;	imatinib analysis: 0,pert
Sample is C57/Bl6 C3KO liver RNA extract after infected with 1st generation LacZ adenovirus (1.5x10E11 particles per mouse) at 6 hpi.,pert
Gallbladder- leptin treated,ctrl
Gene expression profiling of clear-cell renal cell carcinoma (ccRCC) tumor of patient T165,pert
"PC-3 cells, 60μM gefitinib (Gef), 24h",pert
"TP090705_29_HG-U133A_2_IMFGN0023: This is a repeat of one sample, that was masked in the orginial array (completed 8/31/05). These samples are from the 6_22_05 experiment, they are the siLUC samples",ctrl
Cerebellum,ctrl
Gene expression analysis of the kidney of mouse treated with 7 repeat daily doses of vancomycin at 200 mg/kg administered via the intraperitoneal route (ip),pert
gastrocnemius muscle 4d post-injection,ctrl
"2B1 Otic vesicle cell line transiently transfected with Dlx5 and GFP expression vector and differentiated for 4 days at 37oC without gamma-interferon, replicate1",pert
"Rb null MEFs with cisplatin treatment (16microM, 24hrs)",pert
human preadipocytes+oligo1_day6_rep2,pert
CD34+ cells from imanitib-treated patients;	Keywords = CD34+;	Keywords = bone marrow;	Keywords = Imatinib;	Lot batch = 3001955,pert
Sample name: 376R,pert
12_2 cells with Tetracycline-repressible WT1(-KTS) expression,pert
"15d control, pool 7",ctrl
Cervical cancer tissue,pert
Cell line 1 treated with APF#2. Membrane B is used.,ctrl
NOMO-1 acute myeloid leukemia cells,pert
Sample name: 306R,ctrl
"Lox control liver, ad lib, 4:00pm",ctrl
"Stage II, T2, N0, M0, G4",pert
"Ishikawa cell line, BPA, 10nM, 8hr",pert
EB_0_8d_65_HCHO_Nasal_Rat230_2_CIIT05024,ctrl
Differentiation batch 1,ctrl
SMhu001b;	Gene expression data from cultured ovarian cancer cell line.,ctrl
"Infiltrated pancreatic islets of an autoimmune BDC2.5/NOD mouse. Time course of diabetes induction with Cyclophosphamide (day0 to day3). RNA prepared from purified islets (collagenase digestion, density separation, hand picking), amplified using Ambion protocol.;	Keywords = type I diabetes;	Keywords = cyclophosphamide;	Keywords = BDC2.5;	Keywords = NOD;	Keywords = pancreas;	Keywords = islets;	Lot batch = jos0995",ctrl
"Hippocampus, soman, 72h",pert
Kidney,ctrl
PDAC_T_123,pert
"Atm-/- murine lymph node, untreated, replicate C",pert
whole uterus,ctrl
"Frontal Cerebrocortex, permethrin (10mg/kg), 6 hours",pert
SK03M007;	Gene expression data from MIST1-null pancreatic RNA 36 hours post-tamoxifen,pert
total RNA extracted from cells obtained using biopsy in a patient having colorectal cancer,pert
Gene expression profile of non-malignant FTE from BRCA1/2-mutation carrier during the luteal phase,ctrl
"Tracheal explants, Dex, 2hr",pert
from spontaneous tumor in RB p53 null,ctrl
Ing1 knockout embryo MEF cells,pert
Sample name: 5003391025_f;	replicate 3,ctrl
Sample name: 413R,pert
"Sodium arsenite added to food: None; Injection: None; Diet: AIN-76A; Sodium arsenite added to drinking water: 100 ppb, 5wk",pert
Gene expression data from 3-month-old triceps muscle.,ctrl
HEK293_ControlsiRNASparse_rep1,ctrl
A375P cells expressing PGC1a shRNA 65,pert
"Control frontal cortex 5;	Treatment, type=compound_based_treatment, description=Male Wistar rats receive control solution (N=7 in each group) through a gastric tube twice daily for 90 days.",ctrl
14-week-old WT liver_464WT,ctrl
Healthy controls; individual=CM; time=2; beverage=alcohol,pert
NS-013_AM,ctrl
hESC H1 wt;	Sample name: H1B,ctrl
"SW480-Vector, vector control treated stable line",ctrl
Gene expression data from adrenal WT sample taken at 0h,ctrl
"Human skin biposy (uninvolved) from male patient, 51 years old, 24 years of psoriasis, clear erythema, clear induration, clear scaling.",ctrl
Gene expression data of RBP2 depletion cells,pert
"Brain tissue from Fisher 344 male rat, Animal #253, 200mg/kg D-Serine",pert
A375P cells expressing PGC1a shRNA 66,pert
CD8+ T cells derived by negative selection from leukopheresed blood sample,ctrl
Gene expression profiles of pure sorted peripheral blood lymphocytes from melanoma patients and healthy controls.,ctrl
"Gene expression data from Deltoid, FSHD, cohort 19, subject 19A",pert
C57Bl/6 strain used as the wild-type for comparative analysis.,ctrl
TIG3  diploid lung embryonic fibroblasts were transfected with siRNA oligos specific for the Polycomb protein BMI-1. After 44 hours expression analysis was performed.,pert
coronary artery bypass surgery patient,ctrl
Gene expression data mus musculus liver tissue;	PBS_4_null,pert
4466975028_f,pert
NB60,ctrl
control;	RS020319HU02ba.CEL,ctrl
RNA from whole tissue section of case 662 labeled with Cy5,pert
olfactory bulb from wildtype FVB/N mouse at P23,ctrl
"Brain tissue from Fisher 344 male rat, Animal #265, 20mg/kg D-Serine",pert
Biopsy_149L,pert
F1 ES Cells,pert
PBMCs from Crohn's Disease subject;	Subject Disease : Crohn's Disease;	Subject Age : 39;	Subject Race : CAUCASIAN;	Subject Gender : MALE,pert
T3.02,pert
"Synovial biopsies (n = 4 to 6), obtained by needle arthroscopy from the swollen knee of a patient with lupus arthritis",pert
P2C Progranulin-hippocampus,pert
WT 3 Quadriceps,ctrl
"Gene expression data. Endometrium from postmenopausal female (Klaassens et al., 2006, Hanifi-Moghaddam et al., 2007). Estradiol treated. Patient 8.",pert
"primary cortical neurons, MEF2A shRNA",pert
"To export to gene expression data based on unique gene, we used Sample Gene Profile option of Illumina BeadStudio software.",pert
"DHL6, DMSO",ctrl
Sample name: 374L,pert
Gene expression data from KB cancer cells transfected with p53R2 specific siRNA to knockdown its expression,pert
"Patient  J, lesion, 12 week",pert
CD4+/CD25- T effector cells 72h after activation,pert
Gene expression data from human sorted B cells.;	P09;	JLP_P09_U133_2.CEL,pert
WT-VILI replicate 3,ctrl
"a time series of ConA injections was administered and  20 mg/kg ConA was injected through the mouse caudal vein at one of 4 time points (0 hr, 1 hr, 3 hr, 6 hr),here is  hepatic gene expression at ""0 hr"" (rep3)",ctrl
Gene expression data from pooled PBMC of normal control subjects enriched for CD8+ T cells,ctrl
"3496_E_30_(HG-U133A_2).CEL;	Gene expression data from MCF-7 cells, siERK2 treatment 60h, 10 nM E2 for 24h",pert
"clinically localized prostate cancer tissue pool extracted from sample P1, P2, P3, P4 and P5",pert
coMCF-7_2,ctrl
H4,ctrl
"DBA/2J Saline treated, biological replicate 2",ctrl
HC-MA5;	Gene expression data from resected liver tumor,ctrl
HUVEC treated with ERG SiRNA,pert
Control (GFP overexpressing) LNCaP prostate cancer cell line replicate 3,ctrl
Gene expression data from HEK cells non-expressing WT TRPM7 channel;	WT no3,pert
"Cardiac, ventricular tissue",ctrl
4936551008_C,pert
Gene expression data under ER stress from lymphoblastoid cells of twin 1727:1 treated with 500nM thapsigargin.,pert
CD34+ cells from the patient (CML33),pert
"Biological replicate 1 of 5. Technical Replicate 2 of 2. Cyclophosphamide-treated bone marrow cells, day1",pert
first-episode bipolar patient,pert
Sodium arsenite added to food: None; Injection: IP 8hr 1 mg/kg sodium arsenite in saline; Diet: AIN-76A; Sodium arsenite added to drinking water: None,pert
D0-163-14M-WT,ctrl
P28 testes,ctrl
"3-week old C57BL/10 control TA mouse muscle, replicate 2",ctrl
microdissected epithelial cells from IPMC 1,pert
MMA wild type,ctrl
Kidney from mice treated with 7 daily iv injections of vancomycin at 400 mg/kg,pert
"hormone-refractory metastatic prostate cancer tissue pool from sample W1,W2,W3 and W4, replicates of WX1",pert
FoxO1 KO_VMH,pert
251485024861_1_2_Schiz,pert
HEK cell lines non-expressing mutant channel,pert
Time course experiment of tunicamycin effect,ctrl
"A VIS _B096;	The first letter refers to the age of the animal (Y= young, 3month old rat; or A=aged, 24 month old rat). The second word refers to the treatment, as described in sample treatment protocol. The third descriptor, eg, B003, B refers to the region of the hippocampus (CA1 region) animal number 3. In addition, aged animals who underwent the hidden platform (HID), can either be learning impaired (I) or hidden unimpaired (U)",pert
Control 11 appendix,ctrl
Frozen disease-free lung tissue,ctrl
"Deltoid, FSHD, cohort 21, subject 21B",pert
BV2_Curcumin_rep2,pert
01UP3_Oligo,pert
Gene expression data from wild-type CTL from mouse 2;	3_154IL2,ctrl
Gene expression data from paired samples of carotid atheroma plaque and macroscopically intact tissue;	JLI_79,pert
"RNA from 1 testis from three 10 day old Sertoli cell-selective androgen receptor knockout (SCARKO) mice. Immediately after removal, testis samples were snap-frozen and stored in liquid nitrogen. Before RNA extraction, testis samples were weighed and homogenized in a Dounce homogenizer. Thereafter RNA was isolated with the QIAGEN RNeasy Kit (Chatsworth, CA) according to the manufacturers instructions, encompassing an on-column DNaseI-treatment of the RNA.;	Keywords = SCARKO;	Keywords = testis;	Keywords = spermatogenesis;	Keywords = androgens;	Keywords = microarray;	Keywords = Pem;	Keywords = serine protease inhibitor",pert
Gene expression data from control miR transfected PC-3 cells,ctrl
"HL-60 cell line infected with scrambled control shRNA, biological rep1;	Sample name: HL60_CTRL-1;	CREME_p_KimSteg_June10_96HT_HT_HG-U133A_96-HTA_A01_596706.CEL",ctrl
siDsRed HeLa cells replicate 1,ctrl
"liver from a 42 day old male mouse, mutant 569 was dissected out. Total RNA was extracted using an Ambion RNaqueous RNA extraction kit. Targets were produced using modified Affymetrix procedure from 5ug of total RNA. 3 biological replicates were analysed per each group of animals.Sample also known as A3.;	Keywords = Mouse, Growth hormone receptor, identification of signalling pathways",pert
SGug-CLC5-KO-3a-MOE430_2,pert
Gene expression data from neuron overexpressing GFP,ctrl
Retina R115825,pert
Alpha-1 Antitrypsin Deficiency-related emphysemic lung,pert
expression profile pre-treatment patients with clinical diagnosis of dermatomyositis,pert
Vector Control Transfected 3T3 cells treated with DMSO for 24 h,ctrl
11-1398,ctrl
"RWPE-PCAT1 cells transfected with cMyc siRNA #3, RNA was harvested after 48 hours, replicate #1",pert
M24 Co_4,ctrl
gene expression data from human fetal testis xenografts or unimplanted samples;	25_NON,ctrl
Monitor the effect of Hnf1alpha loss in the mouse jejunum epithelium.,pert
control KD mouse ES cells,ctrl
"Fibroblasts, baseline, time 0, patient 2, rep 2",ctrl
human CD14 positive monopcytes,ctrl
"Uninfected treated with 1,25D, replicate 1",pert
PDE_21,pert
"total RNA from biosource CC#11*;	Treatment, type=dissect, description=dissection from cerebellar tissue",ctrl
adjacent non-tumorous,ctrl
"SWR/J Saline treated, biological replicate 3",ctrl
"MCF-7 cells, siERK2 treatment 60h, 0.1%EtOH for 4h",ctrl
"GM8921A, unaffected brother, 46yrs, family 2108",ctrl
"Cells expressing IkBa dominant negative cultured in absence of dox, TNF stimulation for 1h",ctrl
3SRK 3-1,ctrl
Psoriasis biological replicate 2,pert
Sample name: 328R,ctrl
myoblasts transduced with lentivirus carrying DUX4-s,pert
"whole tissue section of breast cancer.;	Clinical information: Sample.ID=1093;Tumor.type=D;Size=1;Grade=3;Nodes=1/14;ER=Pos;PR=Pos;HER2=Neg ;Age=66;DFS=85;Status=non-recur;	Keywords = breast cancer, tamoxifen, recurrence",ctrl
Sample name: 410L,pert
PBMCs from Ulcerative Colitis subject;	Subject Disease : Ulcerative Colitis;	Subject Age : 53;	Subject Race : CAUCASIAN;	Subject Gender : MALE,pert
mAdb experiment ID: 61764,pert
"Mouse, ATF6bKO, colon, UT, rep1",pert
Primary hepatocytes isolated from Donor 5 treated with Wy14643 for 6h,pert
Overexpress_TAp63γ_1,pert
Primary human erythroid progenitor cells expressing a luciferase control shRNA biological replicate 3,ctrl
"Please refer to Lilly et al., Am J Respir Crit Care Med. 2005 Mar 15;171(6):579-86;	;	ALSO NOTE: There is no subject #4 in this series (subject 4 was excluded based on clinical criteria)",pert
NS-006_AM,ctrl
Wild type caerulein injected total RNA,pert
"C57BL/6J Acute morphine treated, striatum, biological replicate 1",pert
"GNMT_8ko4;	Gene expression data from GNMT knockout at 8 month, when the tissue has been histopathologically determined to be hepatocellular carcinoma.",pert
Mouse soleus,ctrl
KO_AF_AF#14_(MoGene-1_0-st-v1),pert
Zmpste24+/+ mouse embryonic fibroblasts (P3),ctrl
"Lung tissue of CD-1 wildtype mouse, smoke treated",ctrl
"E12.5 fetal liver (FL) cells from GATA-1deltaN mutant  embryos were cultured ex vivo in the presence of Tpo for three days. FL-derived megakaryocytes and their progenitors in the culture were separated by BSA density gradient. Megakaryocyte progenitors (“P” population) were further purified by fluorescence-activated cell sorting (FACS) for cells expressing low levels of CD41. Megakaryocytes (“M” population) were further enriched by CD41 antibody coupled with magnetic beads. Total RNA was isolated from either enriched megakaryocyte or progenitor fractions. ~5-15microgram RNA from each sample was submitted to the Dana Farber Cancer Institute Microarray Core Facility for cDNA and cRNA synthesis, labeling, and hybridization with Affymetrix Mouse Genome 430 2.0 chips according to manufacturer’s instructions. All arrays were normalized and analyzed using the dChip program.;	Keywords = GATA-1;	Keywords = megakaryocyte;	Keywords = mouse model",pert
"Y YOKE_B023;	The first letter refers to the age of the animal (Y= young, 3month old rat; or A=aged, 24 month old rat). The second word refers to the treatment, as described in sample treatment protocol. The third descriptor, eg, B003, B refers to the region of the hippocampus (CA1 region) animal number 3. In addition, aged animals who underwent the hidden platform (HID), can either be learning impaired (I) or hidden unimpaired (U)",ctrl
"Mouse embryonic stem cells, day 0, Alkb1-/-",pert
S4C Sporadic-hippocampus,ctrl
CA2 NoCre Sox17E,ctrl
69A;pretreatment;female;breast tumor,ctrl
01LRK_ERA,pert
Bladder cancer cells,ctrl
Retina L120227,pert
Undifferentiated Mkl2-/- embryonic stem cells,pert
CD46+/STAT1-KO hippo - Untreated-D,pert
monocytes_T14,pert
Knockout liver_saline-injected 12weeks repl1,pert
Drug3_B3_HG-U133_Plus_2;	Gene expression data from TOV112 treated with NSC319726,pert
HE32H014,pert
Patient #57 with NORM,ctrl
GIST882 Cell line,ctrl
skeletal muscle myoblast_WT_day0,ctrl
R1306_U.CEL,ctrl
INS-1 cell line #2 with non-induced HNF6,ctrl
MPM tumor specimen 11,pert
Gene expression data from mice heart,ctrl
"corresponds to sample UC5 in table 1;	Gene expression data from whole biopsies, primary mucosal tissue",pert
Cells known to possess both estrogen and progesterone receptors.;	High_48h_2,pert
gist_607plus_04.06.CEL,pert
"LCL GM19238, Kd E2F6, 72hrs",pert
"liver, Q10, 14 months",pert
liver_wildtype,ctrl
SAMPLE 24,pert
"heart, 30 months of age, resveratrol diet",pert
Additional information and characteristics in the referred paper supplement xls table.,pert
EPLM,pert
"A rat insulinoma cell line (INS-1) was generated that contains a FRT site for FLP recombinase mediated site specific integration of specific genes. In addition, the line contains the tetracycline repressor allowing tetracycline (tet)  induction of the introduced gene. By comparing the gene expression profiles of uninduced and tet-induced cells, target genes of introduced transcription factors can be identified. This entry corresponds to the RNA isolated from tet-induced INS-1 cell line #4a containing MODY5 mutant A263insGG of hepatocyte nuclear factor-1b (HNF1b).;	Keywords = INS-1;	Keywords = beta-cell;	Keywords = HNF1b;	Keywords = A263insGG;	Keywords = MODY5;	Keywords = tetracycline;	Keywords = FRT",pert
4968481056_F;	endotoxin,ctrl
AML_54,pert
Tacrine 2.7mg/kg/day from 5 weeks;	Moclobemide 10mg/kg/day;	Creatine 1%w/v added to wet mash;	;	Lot batch = 5227,pert
Huh7,ctrl
SMhu009;	Gene expression data from cultured ovarian cancer cell line.,ctrl
gene expression in CBFbeta shRNA-expressing PPC1 cells,pert
HC-MA2;	Gene expression data from resected liver tumor,ctrl
Dysf +/+ QF control mouse muscle,ctrl
"brain, motor cortex, layer 5 thick tufted pyramidal neurons, Mecp2 null",pert
Gene expression data from established lung cancer,ctrl
mAdb experiment ID: 54822,pert
E14.5 Tgfbr2fl/fl Wildtype Mouse Model Palate,ctrl
Igf1 +/+ mouse vestibular organs at embrionic stage E18.5,ctrl
Sample_ID:t02 // Patient:J-258 // Histology:Diffuse // Metastasis:+ // p53_mut:++ // E-cadherin_mut:- // beta-Catenin_mut:-;	Keywords = Gastric cancer,pert
Sample represents the supraoptic nucleus from 5 dehydrated animals (3 Days),pert
HE32H017,pert
Cervical cancer_CC222,pert
"Hela tet off cells expressing IkBa mutant cultured in absence of Dox, TNF stimulated 0h",ctrl
"KU-812 leukemia cells were incubated with 10 µM STI571 (Imatinib) for 16 hours.;	For more information about the cell line, please check: www.dsmz.de;	Q249_A_HG_U133_Plus_2_01_1__UU812_STI_.CEL",pert
erythroblast transduced with empty vector,ctrl
"NB4 cell line, TG2 knockout, ATRA, 48hr",pert
Total RNA from WT ESCs,ctrl
Insm1 control #8_pituitary gland,ctrl
MPM tumor specimen 42,pert
Gene expression data fromBmpr1a-/- cells in N2B27;	Bmpr1a-/- ESCs,pert
A2CNT1,ctrl
P7 KO2.CEL;	Gene expression data from pre-symptomatic Cstb-/- mouse cerebellum.,pert
c57bl6 female mice were challenged with Substance P 1 micromolar.  Mice were euthanized 24 hours after and bladders removed for cDNA array analysis;	Lot batch = 2/3,pert
Effects of SOCS3 on transcriptional response of macrophages to IL-6.;	Fetal liver cells from SOCS3-/-embryos were used to reconstitute recipient mice. Donor derived bone marrow from these mice was differentiated to macrophages.;	Replicate 2 after stimulation for 400 minutes with 10 ng/ml IL-6.,pert
Gingiva tissue,ctrl
Treg cells from Ptenfl/flFoxp3-Cre mouse,pert
C3-3;	Whole genome gene expression data from wild type C57BL/6 mouse embryonic stem cells.,ctrl
"Patient  N, lesion, 4 week",pert
"LacZ-siRNA control, without treatment, replicate C",ctrl
Cervical cancer_CaCx54,pert
Monocyte human familial combined hyperlipidemia after treatment with atorvastatin (ATV) sample,pert
14 Day Mouse Diaphragm muscle,pert
SCLC cell line MS-1,pert
"Biological replicate 3 of 4. Technical Replicate 1 of 2. Cyclophosphamide-treated splenocytes, day1",pert
Retina R118072,pert
RNA obtained from Cell Applications Inc.,ctrl
Category: Cell-line;	Subcategory: HMEC;	This experiment was an out file converted from rana. The original files were not provided to load this experiment in Oracle. Category and Subcategories were made by curators.;	Scanning Software: unknown;	Software version: unknown;	Lot batch = 0376-5k,pert
PBMCs from Crohn's Disease subject;	Subject Disease : Crohn's Disease;	Subject Age : 44;	Subject Race : HISPANIC;	Subject Gender : FEMALE,pert
CSTB KO_cerebellum at P30,ctrl
"GI_canc, Col1",pert
C2C12 MYOTUBES,ctrl
Knockout liver_saline-injected 12weeks repl3,pert
3975-1,pert
"primary fibroblasts expressing a shRNA construct targeting KDM4C, construct 2, clone 1",pert
scram_hi_8,ctrl
PBMCs from Crohn's Disease subject;	Subject Disease : Crohn's Disease;	Subject Age : 62;	Subject Race : CAUCASIAN;	Subject Gender : FEMALE,pert
"liver, Q10, 6 months",pert
"Amniocytes, trisomy 21, 1573",pert
T117,pert
T1alpha (-/-) lung at birth (term),pert
Mus musculus embryonic stem cells derived from HDAC1 knock out embryos,pert
"cultured human airway smooth muscle, 24 hour dex treatment, replicate 3",pert
Mus musculus brain hemisphere,ctrl
"Monocytes were isolated from 30 ml of whole blood from 19 women, 10 with high BMD and 9 with low BMD, using monocyte negative isolation kit from Dynal Biotech Inc. Total RNA was extracted from monocytes using Qiagen RNeasy Mini Kit. Targets were produced for each subject using standard Affymetrix procedures from about 4ug of total RNA. Hybridization was made for each subject. Comparison was performed between 10 high BMD and 9 low BMD subjects.;	MCI-001 is the sample from a premenopausal high BMD women.;	Keywords = microarray;	Keywords = monocyte;	Keywords = osteoporosis;	Keywords = HDC;	Keywords = CCR3;	Keywords = GCR",ctrl
HMEC culture,ctrl
SV589_NoKD,ctrl
"FACS-sorted cones, P60 C-DGCR8 KO mice",pert
"Gene expression data from NTERA2/D1 cells treated with Vamp7 siRNA, biological replicate 1",pert
Neurons overexpressing GFP,ctrl
S7A,ctrl
- 6hr time point,pert
hair follicles from wild-type,ctrl
Mock-treated MDA-MB-231,ctrl
murine colon epithelium,ctrl
Global gene expression,ctrl
Kidney tissue from obese rats on diet with rosiglitazone,pert
A202_03_TW51_938_WT_(MOGENE-1_0-ST-V1).CEL,ctrl
3SRK 3-23,pert
Treg cell,ctrl
"Patient  E, lesion, 2 week",pert
Total RNA was further processed to isolate mRNA (see 'Extract protocol').;	Gene expression data of HeLa cells with depleted BRCA1,pert
"whole tissue section of breast cancer.;	Clinical information: Sample.ID=823;Tumor.type=D;Size=2;Grade=2;Nodes=0/6;ER=Pos;PR=Pos;HER2=Neg;Age=51;DFS=69;Status=recur;	Keywords = breast cancer, tamoxifen, recurrence",pert
human skin biopsy,pert
microarray analysis of gene expression after transverse aortic constriction in mice - 3 wks sham group No.2,ctrl
liver_Akt1+/-_female_8wk_rep2,pert
liver sample batch 2,pert
Murine Lung,pert
Visceral adipose tissue from 130 day old male wistar rat,ctrl
