text,label
Group4: 6 days differentiated Flk1+ Runx1-/- ES cells,pert
PancreaticSample53-Tumor,pert
MCF-7 cell line treated with FoxA1 siRNA and vehicle (control),pert
fatty (fa/fa) adipose tissue (epididymal),ctrl
Colon 21 days old,ctrl
E14 cells_Zfp322a RNAi,pert
PancreaticSample31-Tumor,pert
"HCT116 shCDK8, low glucose",pert
"Frontal Cerebrocortex, deltamethrin (0.3 mg/kg), 6 hours",pert
Mixed_E18.5_Whole_Kidney,pert
Substantia nigra,ctrl
PancreaticSample15-Tumor,pert
Breast cancer,pert
3 h-control (EtOH);HT-29;colorectal adenocarcinoma;Etha;24714,ctrl
Squamous cell lung cancer patient 31,pert
"Cultured ovarian cancer cell line HeyC2, untreated",ctrl
pLenti transduced cell lines overexpressing canonical CDH1,ctrl
IRAK4-KD-MEFs_unstimulated_4hours_rep1,pert
PancreaticSample36-Tumor,pert
WT striatum Veh,ctrl
WILDTYPE cerebrum at new born,ctrl
"Cultured ovarian cancer cell line OVCA433, Cisplatin treated",pert
Muscle_control,ctrl
Control AGS cells (transduced with non targetting shRNA) treated with 10 microM LPA for 4 hr,ctrl
"NB4 cell line, wild-type, ATRA, 48hr",pert
"Human lung adenocarcinoma A549 cells treated without TNFα, in presence of control siRNA",ctrl
R1/E ESC,pert
WT_48A_2,ctrl
ak 03,pert
Wild-type retina at P15,ctrl
7 Day Mouse Leg muscle,ctrl
"NALT infected with 90-226 deltaM, 24h, biological rep2",pert
Leukemic mice 2 months after ENU treatment,ctrl
Temporal cortex of non-AD brain,ctrl
"rat, hepatocellular carcinoma (DEN 50mg), treated with erlotinib 2mg (week 18)",pert
Against CDK19-2 transfected HeLa S3 cell,pert
HeLa cells transiently transfected with SON siRNA,pert
Brain from 67 days Npc1-/- mouse1,pert
Pcgf6_4_shRNA2-dox,ctrl
"primary mucosal tissue,  colon",pert
HL60 cell line,ctrl
"BOEC, normal 10",ctrl
"Sample Type: Cells, Cell Line: HeLa, ATCC Number: CCL-2, Number of Cells Seeded: 2.20E+05, Cell Type: Cervical carcinoma, Separation Type: trypsin, Harvest Time Point: 4, Units of Harvest Time Point: hr",ctrl
"ID:12-3, Genotype=(C57BKsJ) Lepr db/db, Treatment= none",ctrl
human liver,ctrl
left hippocampus of prenatal stressed mice,pert
"Inducible stable HEK 293 Flp-In T-REx Ero1alpha-WT cells, expression induced with doxycycline for 24 h",pert
Sprague-Dawley Rat retina (male); 4h post injury,pert
H157 siCTL2,ctrl
3 h-apra-2 nM;HT-29;colorectal adenocarcinoma;apratoxin;24715,pert
INS-1 cell line #2 with non-induced HNF4a2,ctrl
"U937 cell line, transduced with a control luciferase and selected with  1 µg/ml puromycin 48 hours post-infection",ctrl
Neo6 cell line,pert
"Tibialis Anterior Muscle, Wildtype, Aged",ctrl
"neocortex, 30 months of age, resveratrol diet",pert
CD8 T cells isolated from spleen,ctrl
skin derived melanocyte cell line,ctrl
Tendon;Quadriceps_Non-lesional,ctrl
"BOEC, at_risk 5",pert
CTRL_siRNA,ctrl
Mouse TCF-1-deficient memory CD8 T cells,pert
"brain, control, 6 months",ctrl
LNCaP-MED1 overexpressed,pert
Gastrocnemius muscle mRNA from old (24 month old) wild-type mice,ctrl
"-Rosi, +PPAR, 24hrs",pert
"embryonic stem cells, KD replicate B",pert
PBS Treated Cells 2,ctrl
WT J1 ESCs on day 3,ctrl
Extensor carpi radialis brevis muscle from cerebral palsy patient,ctrl
normal mammary gland,ctrl
hOB695_shRB1383_2hr_IR,pert
WT fundus,ctrl
SK-MEL-2 melanoma cells,ctrl
"prostate cancer cell line, CBFbeta knockdown",pert
"C4_transgenic but unaltered, lung tissue",pert
"patient 6, left arm treated with pimecrolimus until day 22",pert
HCC_20N,ctrl
human_hepatocyte_trovafloxacin_24hr,pert
human preadipocytes+oligo2_day6_rep2,pert
6 h-apra-2 nM;HT-29;colorectal adenocarcinoma;apratoxin;24722,pert
"Tibialis anterior, healthy control",ctrl
mammary gland,pert
con-50,ctrl
SCLC cell line DMS79,pert
mouse E12.5 embryonic kidney isolated from Ret-knockout pregnant female,pert
PS-NA cerebellum at 18 weeks,pert
Pool Ts1Cje_P15,pert
"HSCs from female mice treated with E2, replicate 2",pert
"Patient  D, lesion, 2 week",pert
triplicate 1 of S. aureus infected HepG2 HIF-1-/- cells,pert
"H1 hESCs, OCT4 shRNA",pert
Mouse C57/bl6,pert
Sh2b3 wild type NOTCH1 induced tumors,ctrl
"Control maternal diet, Cited2 -/-",pert
"Huh7 cells, JFH-1 Infected, 6 hours.",pert
BV2_rep1,ctrl
WT mouse skin treated once with acetone and collected 24 hr later,pert
PS-NA cerebellum at 12 weeks,pert
NFIA E18WT1,ctrl
wild type control tissue  3,ctrl
E18.5 control,ctrl
HEK 293,ctrl
2-3 month old littermate control animal (IκBαfl/-),ctrl
MSI colorectal tumor,pert
Female - caucasian - E-03-G,pert
"whole-blood leukocytes, placebo, 4hr",ctrl
TAMs sorted from vehicle control tumors,ctrl
"SWR/J Acute morphine treated, biological replicate 1",pert
WT Primary Hepatocytes - Pooled -Cy5,pert
Sca+ SP (side population) bone marrow cells,ctrl
"Patient  F, lesion, 2 week",pert
"Mature proximal small intestine with intestinal epithelium-specific Pdx1 inactivation, first 5 cm immediately adjacent to the pylorus",pert
Osteoblasts_Lrp5_Knockout_Day7,pert
Mouse cardiac left ventricle,ctrl
"SRF silenced, treated with EtOH, biological rep 3",pert
4T1.2 base vector expressing cell,ctrl
CD4+ T cells derived by negative selection from leukopheresed blood sample,ctrl
Primary hepatocytes isolated from Donor 2 treated with Wy14643 for 6h,pert
KO_72_O3_1,pert
Celecoxib_#4866,pert
14dpp Ubb knockout testis,pert
EmptyVector 2,ctrl
"12 weeks anterior prostates, wild-type",ctrl
PBMC,ctrl
Brain from 55 days Npc1+/- mouse1,ctrl
"DMSO-treated embryonic primary chondrocyte cultures, incubated for 6hr",ctrl
CD71+ bone marrow cells from Ifng-/- mouse 3,pert
BMM,ctrl
"59B;female;breast tumor;Letrozole, 2.5mg/day,oral, 10-14 days",pert
Wistar rat liver tissue following animal exposure to orotic acid for 1 day,pert
"Biceps, control, cohort 18, subject 18U",ctrl
"seminoma specimen, pT3, patient age: 49y",pert
HNF4loxp/+villin cre,ctrl
"BMMC, WT pLKO.1, nonactivated",ctrl
coc-53,pert
Laser-capture microdissected non-malignant FTE from BRCA1/2-mutation carrier,ctrl
Primary hepatocytes isolated from Donor 6 treated with DMSO for 6h,ctrl
UC Inflamed sigmoid colon,pert
Biopsy 1 from cystectomy 18,pert
CD4_T_cell_pool_melanoma_M09+M10,pert
NORMAL #99-1053,ctrl
"Liposarcoma culture from tumor 389, untreated",ctrl
Lung; wild type; spontaneous breathing,ctrl
"Deltoid, FSHD, cohort 22, subject 22A",pert
"Heart, KO1",pert
CA1 hippocampus,ctrl
treated MCF-7 cells,pert
SCLC cells,pert
14-week-old Trim24-/- liver_648M,pert
"seminoma specimen, pT1, pN1, patient age: 34y",pert
"cultured PBMC, nontreated",ctrl
"rat hippocampus (combined dorsal and ventral aspects), young control, subject 1",ctrl
"Tumor sample from patient with p53 wild type, replicate 1",ctrl
AIRE ko CD80hi mTEC sample2,pert
"MDA-MB231 cells, G9a knockdown",pert
"19B;female;breast tumor;Letrozole, 2.5mg/day,oral, 10-14 days",pert
CGR8 embryonic stem cells,pert
"Deltoid, FSHD, cohort 12, subject 12A",pert
HEK293_GFP,ctrl
explanted heart tissue at time of cardiac transplantation,pert
"Brown adipose tissue, KO",pert
RNA from whole tissue section of case 1093 labeled with Cy5,ctrl
"Liposarcoma culture from tumor 399, untreated",ctrl
"liver, PPAR WT_ctr_53",ctrl
CON - LV22,ctrl
ERA,pert
"rat hippocampus (combined dorsal and ventral aspects), aged control, subject 3",ctrl
"DSS colon tissue, biological rep1",pert
WILDTYPE cerebellum at new born,ctrl
"Tumor sample from patient with p53 wild type, replicate 3",ctrl
Epidermal keratinocytes treated with EFNA4 for 4h,pert
"AZ521 dnSox2 cells, uninduced, 18h",ctrl
skin squamous cell carcinoma,pert
MPM tumor specimen 2,pert
Pre-Frontal contex of naïve FVB/N mice,ctrl
"BOEC, not_at_risk 1",pert
28dpp wild type testis,ctrl
E14.5 WT 1,ctrl
No_drug_#4868,ctrl
diaphram muscle,pert
U2OS_siHic5_2_2h,pert
"Brain tissue from Fisher 344 male rat, Animal #259, 50mg/kg D-Serine",pert
EA_Control_CD8,ctrl
B6_Pseudomonas_overexpressor_48,pert
hippocampal tissue from heterozygous p300 mice,pert
"Gift Prof Dr Sandra Nuyts (University Hospital Leuven, Leuven, Belgium)",ctrl
T37,pert
"cerebellum,12weeks,KO",pert
NFIA E18KO1,pert
Mouse spleen at 1 month,pert
cultured skin fibroblasts from control subjects,ctrl
"breast tumor, Cyp27b1 knockout",pert
MLL_00118,ctrl
16A;pretreatment;female;breast tumor,ctrl
8 wk old male C57BL10 TA,ctrl
ventricular tissue,pert
"Sham NALT (PBS), biological replicate 3",ctrl
Heart left ventricle,pert
HEK293 cell line #4 with uninduced HNF1alpha,ctrl
"25B;female;breast tumor;Letrozole, 2.5mg/day,oral, 10-14 days",pert
CD4+/CD25- T effector cells 72h after activation,ctrl
con-9,ctrl
CTL made from PDK1fl/fl TamoxCre splenocytes and treated with 4OHT,pert
"CA2, SOX17 expressing HESC - clone1",pert
HMEC_50,pert
EE_IC_2_amind_lcm,pert
PDE1C siRNA treated for 10 days,pert
Dorsal Skin_Lox_Control,ctrl
nasopharynx,ctrl
Control liver sample 2,ctrl
myotubes from control subject,ctrl
KO PGC rep1,pert
A7,pert
Ovarian Cancer xenograft,pert
Murine Hippocampus,pert
RV64.02_CONTROL_day25,ctrl
SUM149 cells transfected with siRNA targeting TIG1 (NM_002888),pert
"Patient  O, lesion, 4 week",pert
"SBC-5 cells, siEGR4 (target), 72 hr after siRNA, duplicate sample 2",pert
T-ALL cell line,ctrl
"cirrhotic liver, antiangiogenic treatment",pert
HepG2 cells,pert
Control liver sample 1,ctrl
Calf muscle complex,ctrl
HepG2,ctrl
lung fibroblasts,ctrl
"white adipose tissue, KSR2-/-",pert
Hdh+/Hdh+ striatum at 3~10 weeks biological rep 5,ctrl
Uninvolved lung tissue sample from lung cancer patient,ctrl
Directly ex vivo brain CD8 T cells,ctrl
HUVEC,ctrl
no_22,ctrl
S1A Sporadic-frontal,ctrl
Mouse liver (8 weeks),pert
"jejunum, GATA4 mutant, 1",pert
"45B;female;breast tumor;Letrozole, 2.5mg/day,oral, 10-14 days",pert
Human prostate tumor,pert
"Brain tissue from Fisher 344 male rat, Animal #248, 500mg/kg D-Serine",pert
"Human Umbilical Vein Endothelial Cell, TSA (500nM, 24h, Sigma)",pert
"Fibroblasts from normal histology lung tissue, NL-7",ctrl
"HSCs from female mice treated with E2, replicate 1",pert
"PMVEC isolated from mice carrying TetO7-Bmpr2-R899X, immortomouse and Rosa26-rtTA transgenes",pert
aortic biopsy,ctrl
Mouse female ES cells PGK12.1 after double RNAi treatment of negative control siRNAs. Kdm6a RNAi experiment-2 in PGK12.1.,ctrl
Liver wildtype HFD,ctrl
"rat hippocampus (combined dorsal and ventral aspects), young control, subject 5",ctrl
CDK9 Knock Down,pert
Total RNA from bone marrow derived macrophage from C3H/ARC mice,ctrl
Whole testis RNA from WT mouse #145 at 0h,ctrl
344SQ with PIK3CA shRNA,pert
EPLM,ctrl
U2OS control shRNA_pLenti,ctrl
Patient 19 appendix,pert
HEK293_hCdc73siRNASparse_rep1,pert
TG mouse_left ventricle_tamoxifen treated_1,pert
control participant P302 (human CD3 positive T cells),ctrl
"20B;female;breast tumor;Letrozole, 2.5mg/day,oral, 10-14 days",pert
Human CD34+ cord blood cells expressing ZMYM2/FGFR1,pert
Wt,pert
Control 25 appendix,ctrl
mutant 14-3-3 ko/ko inbred,pert
ATP-treated AML blasts,pert
PancreaticSample15-Normal,ctrl
"DHL6, R406, 24h",pert
Synovium_SynoAcAr,pert
"MaF pre-iPSC9P2, Vc treated, lysed on D5",pert
"Control, replicate 1",ctrl
MDA-MB-231 cells transfected with SDC1-siRNA,pert
64A;pretreatment;female;breast tumor,ctrl
rat distal colon,pert
"SiRNA-scrambled, replicate 3",ctrl
"liver RNA, wt mouse",ctrl
"BMDM, not treated, KO Vdr -/-",pert
hRPE cells 24h post-infection with WNV,pert
Primary chondrocytes;Mir140 KO; total RNA,pert
"HMEC-TR, SiRNA scramble",ctrl
"Embryonic stem cells, Vitamin C treated",pert
"jejunum, control, 3",ctrl
"t01, surgically resected from patient of gastric cancer.",pert
"ONS76, mock control",ctrl
LOX1_Untreated_2hr,pert
N5B Normal-cerebelum,ctrl
HEK293 cell line #1 with uninduced HNF1beta,ctrl
cultured human melanoma cancer cell BL,ctrl
Gastrocnemius muscle from PPARalpha overexpressing mouse,pert
"mouse lung, tamoxifen-treated Tmem1002loxP/2loxp",ctrl
wild-type naïve CD8 T cells,ctrl
"0.5 mg/kg/ml Isoproterenol treatment, 72 hour time point,  biological rep 2",pert
patient skin sample-Normal Skin,ctrl
EB_6_5d_297_Formaldehyde_Nasal_Rat230_2_CIIT05024,pert
"Semitendinosus Muscle, Control",ctrl
double mutant,pert
N11A Normal-frontal,ctrl
primary chondrocytes treated,pert
patient E1507,ctrl
"Ishikawa cell line, BPA, 10nM, 48hr",pert
RNA from whole tissue section of case 1419 labeled with Cy5,ctrl
Whole adrenal RNA from WT mouse #147 at 0h,ctrl
adrenal gland,ctrl
WT Liver - Pooled -Cy5,pert
E2F3 Heterozygous,pert
Retina of 4 month old RPE65 -/- mouse,pert
primary normal lung tissue 1473,ctrl
E18.5 Top2b+/+ brain,ctrl
S2A Sporadic-frontal,ctrl
"Cultured ovarian cancer cell line OV90, Cisplatin treated",pert
quadriceps_muscle_Akt1+/-_female_8wk_rep1,pert
bone-marrow-derived macrophages,pert
N7B Normal-cerebellum,ctrl
Colo-205 cell line,ctrl
cardiac syngraft,ctrl
PancreaticSample22-Tumor,pert
A549 cultured cell,ctrl
HCC tumor,pert
"patient 16, right arm treated with pimecrolimus until day 22",pert
Liver_PXR KO_Vehicle,pert
112 Day Mouse leg muscle,ctrl
Healthy-1 baseline,ctrl
C5_CLP_overexpressor_12,pert
"Mdr2-KO homozygous mouse, 12 month old mouse, liver sample",pert
"seminoma specimen, pT1, patient age: 38y",pert
tetracycline inducible Ngn3 ESC differentiated for 3 days as EB without doxycycline,ctrl
INS-1 cell line #3b with non-induced HNF1b mutant A263insGG,ctrl
"Control at ZT6, retina",ctrl
"5B;female;breast tumor;Letrozole, 2.5mg/day,oral, 10-14 days",pert
B_cell_pool_melanoma_M09+M10,pert
WT 2 1509,ctrl
"HepG2 cells; (HB-8065; ATCC, Manassas, VA)",ctrl
231/ARF-4_2,pert
HEK293 cells + BAHD1 siRNA 72h,pert
Mouse heart at 6-weeks old,ctrl
PDAC_T_105,pert
Tendon;ECRB_Non-lesional,ctrl
colon,ctrl
MCF10A 5days,ctrl
"Reh, transient expression of IKKb(EE)",pert
human thyroid,ctrl
Total RNA from bone marrow derived macrophage from C3H/HeJ mice,ctrl
untrained plakoglobin (+/-),pert
EpiAdip GPR120KO ND,pert
Mouse embryonic fibroblasts (MEFs),ctrl
ONH severe glaucoma,pert
Total RNA from LM2 cells labeled with Cyanine-5 (red).,pert
RNA from whole tissue section of case 633 labeled with Cy5,pert
3T3-L1 20uM pioglitazone,pert
"ID:14-3, Genotype=(C57BKsJ) Lepr db/db, Treatment= none",ctrl
HOX424 Carbo Day1,pert
iFGFR1 mammary gland 24 hr solvent,pert
"Quadricpes muscle, PGC1beta mutant mouse",pert
EB_6_24h_292_Formaldehyde_Nasal_Rat230_2_CIIT05024,pert
"Lymphoblastoid cell lines derived from family 1712, member 1",ctrl
HGPS-iPSC_2,pert
LT-HSCs of control mouse,ctrl
"C3_transgenic but unaltered, lung tissue",pert
Total skin,ctrl
COV434,pert
"Gift Prof Dr Sandra Nuyts (University Hospital Leuven, Leuven, Belgium)",pert
Mild asthma,pert
INS-1 cell line #2 with induced HNF6,pert
Cbx2_KO_XX gonads at E11.5,ctrl
PBMC from Rhesus Macaque,ctrl
scc_14,pert
homozygous_TGFb_24hr_1,pert
Brain hemisphere,ctrl
HL-60 cells treated for 24h with 10 nM TCDD,pert
Lacrimal Gland,ctrl
Tsc1-deficient CD4 naïve cells,pert
"LCL GM19238, Kd IRF9, 72hrs",pert
RNA from microdissected breast cancer cells from case 648 labeled with Cy5,ctrl
RNA from whole tissue section of case 518 labeled with Cy5,ctrl
RNA from whole tissue section of case 25 labeled with Cy5,pert
H1299,ctrl
Regulatory T-cells CD4+CD25+,pert
DU145 + Medi5117,pert
Prostate cancer cell line,ctrl
WHOLE BRAIN,pert
Olfactory mucosa,ctrl
KO PGC rep2,pert
Tet1 shRNA-transfected ES cells in ES cell culture,pert
"frontal cortex, healthy control",ctrl
INS-1 cell line (parental),ctrl
temporal lobe,ctrl
Retina RNA,pert
RNA from MLL1-KO MEF (18h after serum shock),pert
NL_cauc_lcm,ctrl
JoMa1-MYCN-induced tumor,pert
wild type oocyte,ctrl
112 Day Mouse Diaphragm muscle,ctrl
B-CLL PB P255,pert
"Whole blood - Autism no regression, Female",pert
"SKO-transduced MEFs, Vc treated, lysed on D4",pert
microdissected epithelial cells from IPMC 4,pert
"Polyamide 1 treated LNCaP cells not stimulated with DHT, biological replicate 3",ctrl
liver_WT,ctrl
GC resistant clone C7H2-R19E7 treated for 6 hours with EtOH,ctrl
Ada3FL/FL MEFs_control adenovirus,ctrl
T149,pert
"Epidermal keratinocytes untreated control, 48h",ctrl
Dumbo retina at P15,pert
"liver, genetic control, Nrf1(dN/+)",ctrl
"liver, LDLr-KO",ctrl
DA rat stomach control,ctrl
"Lymphoblastoid cell lines derived from family 1736, member 2",pert
11_2_MOE_430A_HO,pert
A375P cells expressing Control shGFP,ctrl
Gadd45a knockout embryo MEF cells,pert
"fetal testis sample 25, 20 weeks gestation",ctrl
CON-2-PLASTIC,pert
PBMC CCo T1,pert
murine total uterus,pert
"SWR/J Chronic morphine treated, biological replicate 3",pert
pooled reference mRNA from 4 harvests of ZR-75-1 cells,ctrl
Primary neonatal keratinocytes,ctrl
T38,pert
9_5_MOE_430A_HO,pert
dental pulp cells obtained from milk teeth,ctrl
EB_6_6h_284_Formaldehyde_RatNasalTissue_CIIT05024_Rat230_2,pert
MCF7 cells that were transfected by siRNA targeting estrogen receptor alpha (ESR1).,pert
total RNA,ctrl
quadriceps_muscle_Wt_female_35wk_rep2,ctrl
CD4_T_cell_pool_healthy_H01+H02,ctrl
Peripheral Mononuclear Blood Cells,ctrl
RNA from microdissected breast cancer cells from case 638 labeled with Cy5,ctrl
"MCF7/BUS cells, human breast adenocarcinoma cell line, estrogen receptor-positive",ctrl
Cirrhotic_Liver_Kidney,pert
human_hepatocyte_vehicle_24hr,ctrl
"Cultured ovarian cancer cell line CH1, untreated",ctrl
